	z
KLHL11	1.1734949952034173
KLHL12	0.12507073963975834
LRSAM1	0.07762778656744389
SH3RF1	-0.6131408481656332
CSTB	-0.22617072383324874
GNB1	0.17202353313588525
UBE2D3	1.5173178288828089
TRIM69	0.763791470386564
JOSD1	-0.2298712875181285
TRIM63	-0.28737557368860717
PIP5K1A	1.2840082256597256
KEAP1	0.6752397948490964
ATP6V0C	-0.8934034706075106
ERCC3	-0.5832724170457584
RNF34	-0.32400612719367206
TOR1A	0.49752114929503005
TOR1B	-0.24949161317453714
RLIM	0.5693428860767648
TMEM248	-0.18869156426501
MFSD5	0.6965855720219025
PSME3	0.7562356556187537
KBTBD13	1.1630215093013625
DDX23	-0.26757033122678975
ERP44	2.4168987814100253
ILF2	2.7165901738571168
ASB10	0.6450928657544439
UBE2J1	1.950807795906755
UBE2J2	1.060306141627282
WWP1	-0.09241609021626976
BTBD1	1.4597582205633974
FBXO10	0.6452628498850715
FBXO17	1.9998900360889313
FBXO15	1.1949924736765223
ASB13	0.15693612996362874
CAPRIN1	-0.952348156165664
PPP1R7	1.7118353836447422
CERS2	-1.173736336068073
ASB17	0.024192215127177064
EIF4ENIF1	-0.7073008128348435
CUL5	1.1258045318907872
CUL7	1.2559686929481118
CUL1	1.9563727248289096
CUL2	1.5517828212108489
CUL3	-0.08211391631905204
TRIM27	0.175621342737615
TRIM21	1.5561712747907877
IRF2BPL	-0.6405281023547479
RNF138	-0.7368284970544813
TOR1AIP1	0.2083109298419818
DZIP3	-0.786060957145878
RBBP6	0.9380115313684751
RNF182	-0.20898101786413287
RBX1	1.5238844025495044
RNF217	0.9978290014000611
RNF213	0.28050577412623845
SLBP	0.497008666891368
SMURF1	1.8498757557976655
UBE2F-SCLY	-0.0952065201223316
SMURF2	0.5161026956896818
CDC16	-0.86936631402819
UBAP2L	21.444822609270688
RNF130	-0.5443097427594733
B4GALT1	0.7057735533262142
B4GALT3	0.8493626961725014
PJA2	-1.0719777444862786
RIC8A	-0.3197199851678569
HERC1	1.770846865253447
HERC3	1.332155048666583
HERC2	1.6163800387449525
HERC5	0.4436877072874628
HERC4	1.0645409185113608
HERC6	0.6043227757910824
MRPL9	-0.20403302799933165
UBE2I	1.0442253387883238
UBE2H	0.6190371507697545
UBE2K	0.9810818309143561
UBE2M	0.7567369912786883
UBE2O	0.36680881294778306
UBE2N	0.46461477326031536
UBE2A	1.5709523865865112
UBE2C	0.6440707928050178
UBE2B	1.73218304488186
UBE2F	0.6731708723419852
UBA5	-1.6842094357238417
RBCK1	0.7177804961106181
UBE2S	0.7247278337641807
UBE2U	-0.0612126554500285
UBE2T	-0.41228444795130975
UBE2W	0.18279194884032943
DPF2	0.02799936531820967
UBA1	-0.089440731421819
FBXO2	4.4345414457169525
FBXO4	0.6342274542943913
FBXO6	0.7723952223757136
FBXO7	0.4179326754510592
FBXO9	1.921305471940135
HACE1	11.200287459518233
SRPRB	-1.967834038919085
ASB11	0.25610752976672907
FHL3	0.11095478145784189
FBXO44	0.4876797788546291
FBXO41	0.784734674442053
FBXO40	0.4742701321929574
NDUFA8	-0.05122984827360045
DET1	-0.645198913849302
TP53	0.8932475337837823
MAEA	-0.5989495248143627
TRIM71	0.054289146056928375
BIRC6	-1.261115499539149
PEX19	-0.47028844581683743
MAP2K1	-0.6817643135042282
ADPGK	1.7903296483265547
ANGEL2	0.5877959115531994
RCHY1	5.500311922651622
LYPD3	-1.7489361716378948
NSF	0.442765985305838
APEX1	0.07229570188770805
UBE2Z	1.8081497731036669
MAD2L1BP	0.1753854931330169
POGK	-0.10216296302659165
PPP1CA	2.878315882829048
MYLIP	0.462952171262285
M6PR	0.07204297446492719
HECTD2	1.8519096701985223
HECTD3	-0.07943394801290014
ASB12	0.023406551987563827
HECTD1	-0.04071071179109645
ASB14	0.38454328609122446
ASB15	-0.5050035370435769
ASB16	1.5011439003535845
UBE2QL1	0.08344839164806878
ASB18	0.9940182319387575
DHX16	1.5463057249636496
AC022826.2	-0.18278342436316264
STUB1	10.965022855656999
ANAPC11	-0.18828020707892917
ANAPC10	-0.7689819413627731
ANAPC13	-1.4347938742927617
CSNK1D	-0.8564217696104733
UBR4	-0.9131694588144439
WSB1	0.9274199723942167
SCAMP3	0.7697244167988933
CHTOP	0.21706272375597807
KLHL5	1.0107491668610151
KLHL2	0.5484965446715978
KLHL3	0.969075451174824
UBR2	0.34932908112741173
UBR1	0.7164133999200324
FBXO22	0.09031688357792762
KLHL9	1.9104150426934974
FBXL8	0.7526139531656759
SOCS1	0.24853884939687224
SOCS3	0.4360468202786181
FBXL3	0.5904206264147084
FZR1	-0.5365550289571033
FBXL5	0.7525780357605341
FBXL4	0.31893889876308257
FBXL7	0.6774128476550547
SUPT4H1	1.7649849663861106
TMEM189-UBE2V1	0.46917058974718323
UBB	0.7274954467444864
UBC	-0.3026034717570828
RNF6	-0.41788950600839947
RNF7	0.07390363312416764
RNF4	-0.06018808544630797
TRIM39	1.0706132723160378
TRIM32	-0.5437935227871319
TRIM37	0.19538073340630635
TRIM36	0.08060621591975745
UBE2L6	0.6379802411520158
UBE2L3	0.9724179624426872
KBTBD7	0.27934579535882603
KBTBD6	1.9306804623468512
UBE3B	1.7589311546063475
UBE3C	0.7289982417801507
UBE3A	-0.47829651936136175
CCNF	0.39014926232320946
UBE3D	-0.018576647229063936
KBTBD8	1.0755129775466743
NGRN	-1.1240282634101657
HTR2C	-0.837126657749711
PCBP1	1.1990561473020944
RNF220	0.6911536082655624
ECPAS	0.07154577699441134
ARPC5	0.3689178092351959
TRIM41	1.1511844974792231
TAF7	1.4875339203279907
SLC25A44	-0.6079285240316858
CDC27	0.5587050025603099
CDC26	0.11526215940936697
CDC23	-1.0392853998916203
CDC20	0.6578791177412785
KLHL42	1.692879145363095
KLHL41	0.4952280087008378
HECW2	-0.04723226659569651
RNF126	-1.049316926108527
BTBD6	1.4851980791401902
RNF123	-0.6149154118342307
DTX3L	1.032821009697563
COP1	-1.3754985605955314
NEDD4	0.9968784695049098
PFDN2	0.44200105558601943
SIAH1	0.47638972147451
SIAH2	0.40793812703404947
TCEAL1	-0.058866886215028294
RNF144B	1.1526436771350403
PSMB4	1.096361988774027
KCTD6	1.4250692832576886
HAX1	2.4556428561764228
VHL	0.860924617858528
UBOX5	-0.14959474783898813
LTN1	-1.0065653071377618
UBE2G2	0.7809619764575705
UBE2G1	0.6821692742417287
PJA1	-1.1473629647820474
UFL1	-1.0872723267944375
RFXANK	1.5850477792499764
RRAGA	0.7195030709456925
TRAF7	1.7332363730568814
USP11	-0.15257742153575599
C1QTNF2	-0.8790898917180299
NEDD4L	0.38758888481041204
SCFD1	-1.7327711257472949
RNF11	-0.3887955347346509
UBL3	-1.464348675919057
HSPA4	1.3228140083374569
SUMO1	0.7487726489732406
HSPA9	-0.8377349607673498
SEC23IP	-1.2192518373842658
ANKIB1	-0.8867240201184304
COMMD8	-1.579968113321871
C6orf120	-1.2915255266859895
CDC73	0.3110020404609145
PIK3CA	-0.1556561549184202
RMND5A	-0.168075187819719
PRKAG1	0.2507153612143754
FAM114A2	-1.0635092888059343
ABCD3	-2.3650494206291537
HBS1L	-0.4861240853937153
RAB9A	-0.0674367567595994
WRB	-1.42915407195046
NIPSNAP2	0.3787900330654373
SP3	0.23816863888505874
AP5M1	-1.357483897368736
TMEM9B	0.6644434335502769
DHX29	-1.161764283693991
TMEM184C	-1.267206940967243
GPI	-0.018186036727075
SNAP23	0.31812346693541876
PTER	0.301675717352821
ARHGAP12	0.31069266108159505
TCF12	0.5004582834415484
CTCF	0.39423269926077786
ATP6V1D	-1.5898366491571583
RPS6KC1	-0.8450874629367106
ATP6V1A	-1.2222563647433076
ALDH3A2	-0.372700425904394
PUM2	-1.7741077554813955
ISCA1	-1.1330403225072698
SPTSSA	-0.5835155348474137
ARNTL	-0.7902381982565048
RWDD2A	-0.5554990313249869
BUB3	1.0128493684811648
XPO7	-0.9651161758706637
RWDD2B	0.6547721454044347
APOO	-0.47009545530328517
CETN3	3.1516786819065747
CTNNB1	-0.05099395131765046
JAK2	0.8062994354084655
TMED10	-1.0005818515671097
KIF1BP	-1.3790937629160367
TSPYL1	0.2083872944720549
ZNF226	-1.0849743944029713
CHUK	0.8912756215625542
INSIG2	-1.530551036724048
CSGALNACT2	0.17591896862612744
SLC39A6	-1.2129851355163377
PREPL	-0.5998651825674446
RPS6KA3	-0.48647152695673274
CSNK1A1	-0.4780185126953438
C5orf15	0.017638699955417933
GFM2	0.6232830507091414
ATAD1	-0.3779943553324008
SLC35B3	-0.45424976049907023
TTC37	-1.286636031474384
MINDY3	0.11774630347095646
MINDY2	-0.6256921912034404
EMC2	-1.710140457169397
MINPP1	-1.0065913095438344
FBXO38	-0.3501309296517853
ECHDC1	-1.3719176004992293
SOAT1	-2.125110828694552
SMAD4	-0.6798811311832076
RAP1B	-0.7908498063511163
RAP1A	-0.4643258306531056
AP1AR	-0.5840600417823529
DCTN4	-0.9361285293309005
LRIF1	-0.19213822589912188
NCOA4	-1.2659259044797841
CCNDBP1	1.035758122689792
CRYZL1	0.0038009867863840483
ALAS1	-1.255390755458484
CRBN	-0.5837688662712793
TM9SF3	-0.33288486368532577
TM9SF2	-0.7848264801405606
TOGARAM1	-1.6043251376201346
AUH	-0.7457009082408526
TMEM59	0.8102318739779115
CIAO2A	-1.051018522989895
TCEA1P2	-1.349223489830646
PRKAR1A	0.43681040352422723
SAR1B	-1.825718486434483
SCAF8	-1.3119731703323885
CAPZA2	-0.268305714792664
PEX7	0.16509683927913874
PRRC1	-0.5258026803680551
SUCLA2	-0.6977536606966437
ATP6V1E1	1.2459208015648129
TBCA	-1.001541355724004
MORC3	-0.5425469003149125
ACTR10	2.117663826386389
CPEB4	0.047024967020371906
TMEM251	-0.9108994445045658
CAT	-0.06875238145326856
EI24	-0.9040763518163416
RAB2A	-0.4311533896947486
C10orf88	-1.008478340140863
EPS8	-1.020927244895344
EPS15	0.3260838905617669
TOB1	0.40769751771193313
PRMT2	-0.6219273164905534
CLIP1	0.07345174403676709
HNF1A	1.375720882532738
ETNK1	-1.147718371702082
ATP6V1B2	0.06966153988707266
CDC37L1	0.3323254815050044
ARIH1	-0.10724114465639446
CD46	-1.1724078378490699
HIKESHI	0.9415084817407561
FPGT	-1.0985960090196412
LPIN2	1.7811796250048166
CGRRF1	-0.14008571364370803
RAB21	-0.9992688974101359
LACTB2	-0.3731169911905766
DMXL1	0.7118937634907975
NCK1	-1.15480196983846
EXOC5	-1.1550680009937169
MBD4	-0.12001644402957484
PPP3CB	-1.3637029864660024
SPG11	-0.24785763095681781
BZW1	-0.8220614750818572
MPC2	-1.9688103885964399
MARCH5	-1.0806822165953252
MARCH7	-1.268419896814057
RCBTB1	-0.7777534726505985
SLC25A12	-1.5858279426861224
ADSS	-1.0038573298554172
B3GNT2	-0.6724464956334086
NFE2L2	-1.4068255568225898
DYNLT3	-0.46873659079596564
TTC5	0.9034637295246797
RARS	-0.7615306199144521
GMCL1	0.044981168272185235
ZNF263	1.1059682524574213
MTMR6	0.6256088718001497
TSNAX	-1.6411603226365814
UTP14C	-0.40632257737054545
SEC24A	-1.0146065010444831
TERF2IP	0.29855585867893547
SIGLEC10	1.6398425947240163
SIGLEC11	2.654498562415449
SH3BGRL	-1.1270660291411227
HTATIP2	0.10408205652569426
SYPL1	-2.4872405821715087
OSBPL11	-0.9051442524116103
SCARB2	-0.35193988735192555
MRPL42	-1.2184760948851618
RNF103	-0.9309531270415775
APC	-0.7397253141086145
UQCRFS1	-1.1030292211905857
YIPF5	-0.29758323984249313
YIPF6	-1.7161186836967541
SNX2	0.8432518205568351
SNX1	-0.2932046269726876
ARFIP1	-0.9004928942180602
COPS2	-0.8203624917224639
SERINC1	-0.292423672826651
COPS4	0.4944786486830522
ALG5	1.2794406076517162
MED7	-1.35950576154328
BLCAP	1.2833184820474959
SUB1	-0.5116746067042715
RAB11A	3.631155779282287
DERL1	-2.0093303944274297
C11orf58	-1.4883031309978831
MAP1LC3B	-1.0412024040994308
OGA	-0.4609624516357194
TCF7L2	-0.3165894979352645
TCF7L1	-0.9571217584323295
DLD	-1.7838626615265678
DNAJB9	-1.858982756266771
C12orf29	-1.3049141548657945
RFK	0.3102619769242387
HAT1	0.7916348964234328
C18orf32	0.03295775119762966
KDM3B	2.0062729537258646
RALB	0.8928671247163165
MMUT	-1.5064849750947438
TMEM126B	-1.9454378833718036
CCDC47	0.04841776054484964
ZNF236	-0.42772592151056804
AIDA	-1.7331369100586245
STXBP3	1.6481336304358305
PRKAR2B	0.6159611426380679
AL136295.5	-0.5756476540618353
FECH	-0.35980665622056385
BET1	-2.012040125115966
TMEM14B	-1.5688993206600037
TMEM14A	-0.6740134484898381
PSEN2	-0.14053172946795
PSEN1	-0.4211194281430686
DNAJB6	1.3864102966043164
ETF1	-1.530855635393107
NDFIP1	-0.2573222356840236
CHPT1	-1.3759591987381738
TRAPPC11	-0.7262487788005629
TRAPPC13	-0.9319868868970943
RAB14	0.7965217917525156
THAP1	-1.2158278550096744
HNRNPA1	1.5182281977039993
RAB6A	3.300354453327711
RTCA	-1.368225719495859
ACOX1	-0.539659940510881
STX7	-1.1987500782978064
SHOC2	2.0492151408572408
SGPP1	-1.1966040113361613
RNF141	-0.26651223053275475
ATP6V1G1	-1.4869929092068588
TBCEL	-0.326974705060277
GRSF1	-0.6158885823187922
CAB39	-0.5159450249726958
PRKN	-0.017247905848830354
NFYB	-0.09339523704936527
MEGF9	-0.08175431795416228
RNF38	-0.4832904813157003
SMARCA2	0.8225207033294483
RNF31	-0.7939855093775039
IMPACT	1.2369896845366501
NPTN	0.8293129400063184
GABARAPL2	-0.8942824524540286
DDHD2	-0.6378292534878957
MTX2	-0.8827778442865697
FEM1B	-0.5006905197215658
ARL6IP5	-1.5305934036201605
PCMTD2	1.322171528384948
COPA	-0.8651551858638293
MAT2B	-1.9823631453204489
MFSD1	2.791757036806866
MOGAT2	-1.4014521705963208
GLRX	-1.6751892800035395
VTN	-1.0297147723565634
CTNNA1	-1.026537906227075
VAMP3	-1.1853106367875168
VAMP4	-0.32221628623753973
VAMP7	-0.9258834183031696
WDR47	-0.8371198167442464
ROCK1	-1.3474359115349674
CUL4A	1.179923248664983
DCAF6	1.5931776791983878
WBP4	-0.5259861307420811
PCCB	-1.2259373518954255
NDUFB5	-0.4474210442628093
FAM3C	-0.5972849803136622
NARS	-1.2847816960386726
SLC30A5	-1.6588033439828138
TOPORS	-1.0123135973535686
TENT5A	-0.7337578877300724
CUL9	-0.2932235586822969
CLINT1	-1.081711909993322
PPP3R1	-1.8736248044995387
KLHDC10	-0.38975011615634236
SEC62	-1.6797796198724084
ANKRD46	-1.1854245880634418
ZNF200	1.7110262097237778
CLCN3	-1.3728880688802902
IDH1	0.6319182691489934
SH3GLB1	-0.4512970458602856
TRIM23	-0.5553355335644188
USP21	-1.6961988731549986
GHITM	0.042963276567025706
PTPN11	-0.9893797423244415
JKAMP	-1.401635386082424
PGGT1B	-0.22749768227126618
CCDC28A	-1.6521025166008916
KIN	-0.7382320092553493
KPNA1	-0.64373498500015
COPB1	-1.3350976354142388
RNF216	-0.6058329358085859
MED21	2.190228400808725
KAT2B	3.7136589539037903
IARS2	-0.9028903396070761
PPM1B	0.4920995721613338
PPM1A	-0.81801190443978
CLDND1	-1.125833482808582
VPS37A	-0.05414776539174885
PNPLA7	0.43185996852434994
ARMC1	-0.7706861828624846
UNC50	-2.2029263674876054
GSPT2	-0.6953639467052668
GSPT1	-0.4965402861180259
BECN1	-0.05735536062054045
RNF144A	-0.4666938289851193
MAN2A1	-1.2851229040089889
UBA6	-1.3956867128311512
UBA7	-0.37051194268293736
ATG12	-0.30267349110093544
UBA3	0.4634003859794548
RWDD3	-1.7337149529986364
MRPS27	3.7525001689212796
UEVLD	-1.3401253710663867
VPS26C	-0.6763095920314955
PHF7	0.02575186134519819
BAG2	-1.1486771857501625
FBXO3	0.3261199600792008
RHOT1	-1.225195944144772
FBXO8	0.8603944758703527
BCAS2	-0.2761570791526085
CAPN7	1.1767176182805499
OPTN	0.534439714193915
SNX13	-1.1111912228165228
SEC23A	-0.1891960513785375
ADIPOR1	-0.17247108509594705
SNX19	-0.8684884711342292
ERC2	0.1488632841553838
BNIP2	-1.0222112686074092
DPM1	1.40318099729297
NDUFA6	-0.9785386413316134
NDUFA5	-0.6119976261454503
FBXO43	-0.409411491245129
PRDX3	-0.5494068236386603
RABIF	0.46793468332123384
RWDD4	0.3035395729715226
GALC	-1.3310005741174793
ATXN10	-0.6426355199769073
ESR2	-0.5589707970303297
EFCAB14	0.9198785446348866
NRBF2	-1.5096826148981064
GOLT1B	-0.9480760231233615
MRPS35	-1.510241743979752
ISOC1	-0.9338262025871891
RWDD1	-0.3246038444496904
EIF2AK4	-0.3078074561501711
HIBCH	-0.20635586654546628
DTD1	0.48457519092224705
NECAP1	-0.6869176762450243
BPGM	-0.8332997768881802
UFM1	-1.0984913601954003
BIRC2	-0.8437526259423854
MOSPD1	-0.9915655669879613
MDH1	-0.8157888672691261
MAP2K4	-1.3378475212712482
PEX13	-0.4068521741069403
LPGAT1	-2.0516522576812015
MICU2	-1.2104533528997021
RNF170	-0.6899066566079676
ECT2	4.217575637592439
STAM2	-0.4268064920515032
SCAMP1	-0.5364213376913668
TMEM192	-0.5529050800166606
SYNJ1	0.5860842598820615
GLT8D1	-1.7285187817075738
ATP5MC3	-1.3564976857261593
CNIH1	-2.9145233311502117
ANXA4	0.005350926690523559
ANXA7	-1.1342955394004093
NUMB	0.3711334622226677
HLTF	-1.113074946781446
TAGLN	-1.1488792437681032
PPP1CB	-0.5847187280539616
RNFT1	-0.6955352473517352
C1D	-0.8413932798279108
HADHB	-0.8589131912204333
NDUFS4	-1.3806316603185895
PICALM	-0.5083310010673459
TM2D1	-1.1878144118750273
TMOD3	1.4095717536753414
WASHC5	-2.3279572547882705
LYPLA1	-1.430850808419027
SEC24B	-0.7905381393837742
SRP9	-0.6634794588189968
OAT	-1.459286991896102
KIFAP3	-0.6771392120740053
LEF1	-0.07284668336015679
CANX	-1.0338616384420867
NDUFAB1	-1.2560881532029409
ZNF140	-2.016998549066122
MRPL3	-1.761564333755887
MMADHC	0.3589537309475881
LIG4	1.223183265308052
GOLGA7	-0.17718375755306878
NNT	-0.9700256129247298
SOD1	-0.19673281347772723
SEC63	-1.6155690857446614
SARAF	-1.6486198602734525
GARS	0.6323989781560002
TRMT1L	-0.589490094102277
TDP2	-1.7626704750220523
SCOC	1.2784651064696506
ACYP2	-0.9536514294260158
PPP2CA	1.0629566786352467
ACSL3	-1.6233802577967051
WDR59	1.9188190846667565
ASF1A	2.01987385771184
RNF8	2.0838018443134074
CCNH	-0.4579621097413661
ZNF217	-0.7161499341834724
VDR	0.05342763320665948
METAP1	0.15410414853611146
TRAK2	-0.3133055868633893
PCMT1	0.1618414902651263
SLC25A32	-1.3625861830471864
PNMA1	-1.1607203315482888
NMD3	-1.4577303927972778
FAM177A1	3.6182240423972822
DCTN6	0.35814305360440274
CMAS	-0.21708359505553096
LANCL1	1.4200781389243349
SLC35A1	-0.3830501938840217
SLC35A3	-0.6206927258303416
UBXN4	-1.284460512995409
PRELID3B	-1.4978007539007756
ORC4	1.143494876728779
C5orf22	-0.6049078483130507
TTC1	-0.34422410643404416
RCN2	-1.1120172140857496
DCUN1D1	-0.5043377042212492
SLC26A2	0.50227147792751
DYNC1LI1	-0.39580694682711054
POLR2B	1.274054394052534
TRIP4	-0.7006459266732069
POLR2K	0.5881711059525098
STRN3	1.8404104938096115
HADH	-1.381808801410052
SLC25A46	-1.717783217176298
TNFAIP3	-0.9454141232532891
FAM8A1	-1.1330238139889004
AP3B1	0.918235230094363
RBM22	-0.5090603905502029
SNCA	1.520035913750682
ACTR6	-0.5070515746630372
STAMBP	-1.548732759283595
APOOL	-0.7638643626696057
SDCBP	0.26150289215217765
ATP5PF	-0.9488671852887199
CCNG2	1.983908660861628
ATP5PO	-0.5468088887103549
PCDHB11	-0.25306021649934113
NCOR1	1.5155614829745183
LMBR1	-0.8929524001260938
TMED7	-1.585039773856834
TBC1D9	-0.49521762262594815
ACSL4	-1.0143113376727073
TMED2	-0.041780028250858456
ARPP19	-0.9960592270463362
MRPS30	-0.6976407822793163
MAPK1	-0.37105331910054107
MAPK6	0.24954459216393818
SACM1L	-0.5220727245498978
TMEM30A	-0.5794929622059114
MAPK9	0.019985223421505646
REEP5	-0.9032082314109975
ARMT1	-1.7207815572791834
RBL2	0.22594333039937886
PAQR3	-0.6852440214045538
RDX	1.2998431970557982
SERINC3	0.7507018442089951
COPS5	1.5513234118542758
CRNKL1	-0.7345074603875926
DEGS1	-1.295231269495246
YTHDC2	-2.1062827221657185
VPS26A	0.916623042430733
SPAST	-0.8821823873461486
ITFG1	-1.6461958236095213
MORF4L1	2.1443025591346676
PRKACB	0.7878548289857562
PGRMC1	-0.18923485637699844
DECR1	-1.1219856111184265
TMEM230	1.1995215295729607
ARFGAP3	-0.39622150848306253
CLPX	-1.2954360178684605
LRBA	-1.129268608052195
ACVR1	-1.0028888910664202
CD59	0.39801303230229496
CTDSP2	-1.081299803268903
NRIP1	-0.5904959574475577
DERA	-0.35743503901414936
CAND1	1.1320074767233366
UBQLN2	-0.6807748478408367
BLZF1	-0.6235765330018804
HIGD1A	-2.2373484263363173
GCLC	-0.6522789271881438
NR3C2	-0.1098967685715861
NR3C1	2.8076889914027086
SRI	0.5549988311012545
CRYZ	-0.7964368117650771
GTF2H1	-1.165474218604227
USP12P1	-0.33915786230185374
TMX4	-1.0985068839056733
AKR1B1	-0.040202764614533364
TMX1	-1.2368206641363
DACH1	-0.3890232926734305
CDV3	0.7790939016901112
COX7A2L	-1.2972685104562303
SEC22B	-0.9158825312074317
DAZAP2	-0.8770771897544701
ESR1	-0.11507139719187069
TAB2	0.2399718374103294
CD164	-0.9034661438416601
RIOK3	0.6094383684595424
TARBP1	-1.1514849629028776
ACTL6A	0.28462058168635973
SDHB	-1.7293725850443964
GDNF	0.09348686078000976
SDHD	-1.4367671056737648
RNF10	0.39942962030426954
DBN1	-0.6630310044726734
ACTG1	1.2634761066087488
BLOC1S2	-0.6506257613827872
COMMD2	0.23907911889933106
CAPZB	0.8025869819509921
ELAVL1	0.6754969579959088
RC3H2	0.6956683712798116
ARL13B	-0.6256193950485704
GFM1	-1.5014761280003728
ITGAV	-1.4546880726051015
SMAD5	-0.4541556840004819
AP3M1	0.11797730306923021
SMAD2	-0.538316505532898
MIB1	-1.2227628701286353
XIAP	-0.04575102819256225
AMMECR1L	-0.9878023560670476
RBM12	-1.228808484865922
RIOK1	-0.7079817820875397
CMTR2	-0.6782430032551657
MOB1B	-0.03314830085624075
EEA1	1.20045814872134
SELENOF	-1.8192466459924657
ITGB1	0.8436981003041075
THUMPD1	-0.9729592548410636
BMI1	-0.022614808116175212
BRMS1L	0.8418725061024677
THAP5	-0.18915688293877847
FAR1	-0.7805242646394732
WDR77	-0.004086120554046189
SLC12A2	-1.5971526084062921
SH3BP4	-0.2611332814331318
SLC2A9	-1.5049290128539927
YTHDF3	-0.191404566763145
MED4	-0.2836251853328179
VEZF1	1.090497573513152
CCDC6	-0.09156566602403632
DHX40	-1.1937266984397032
HMGN4	-1.0488190828744486
OSTM1	-1.0898041971530128
RPS6KB1	-0.4591856323283611
RANBP6	0.43877933027985766
CLIC4	-1.9712099267143588
SMNDC1	-1.2804451683673461
USP8	-1.0027479517793145
MTERF3	-1.2721874294972735
