ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
MP:0005369	11228	1468	132	27	11228	132	1	false	0.01125325735768588	0.6306877349981328	0.0	"muscle phenotype"
MP:0003730	11228	62	132	5	201	6	1	false	0.011312637394821533	0.6306877349981328	1.9089459391299588E-53	"abnormal photoreceptor inner segment morphology"
MP:0004564	11228	63	132	5	203	6	1	false	0.011661379945063496	0.6306877349981328	4.105960879658252E-54	"enlarged myocardial fiber"
MP:0004633	11228	6	132	2	191	6	2	false	0.011712772221393894	0.6306877349981328	1.6053558835155753E-11	"abnormal cochlear IHC efferent innervation pattern"
MP:0002557	11228	373	132	12	4314	68	1	false	0.012453163565880596	0.6471322419597131	0.0	"abnormal social/conspecific interaction"
MP:0011005	11228	2	132	1	320	2	1	false	0.012480407523508753	0.6471322419597131	1.9592476489024725E-5	"abnormal epidermal stem cell physiology"
MP:0000830	11228	287	132	7	1035	11	1	false	0.013381702039777198	0.6737281254185239	1.5306946155087623E-264	"abnormal diencephalon morphology"
MP:0010545	11228	431	132	10	1823	21	1	false	0.013474562508370478	0.6737281254185239	0.0	"abnormal heart layer morphology"
MP:0003344	11228	3	132	1	210	1	1	false	0.014285714285713912	0.7017543859648939	6.572374993427992E-7	"mammary gland hypoplasia"
MP:0002261	11228	1	132	1	68	1	2	false	0.01470588235294108	0.7099391480730177	0.01470588235294108	"abnormal laryngeal mucosa morphology"
MP:0003728	11228	209	132	6	415	6	1	false	0.015736561061944973	0.7326007326010446	3.052075958800048E-124	"abnormal retinal photoreceptor layer morphology"
MP:0013658	11228	2143	132	28	2945	31	1	false	0.01602969263758903	0.7326007326010446	0.0	"abnormal myeloid cell morphology"
MP:0020307	11228	4	132	1	246	1	1	false	0.016260162601626587	0.7326007326010446	6.71605045728332E-9	"abnormal creatine kinase activity"
MP:0011087	11228	591	132	15	872	16	1	false	0.016332493646797952	0.7326007326010446	3.1873470446275834E-237	"neonatal lethality, complete penetrance"
MP:0010789	11228	1	132	1	177	3	1	false	0.0169491525423747	0.7326007326010446	0.005649717514124591	"abnormal stomach mesentery morphology"
MP:0003833	11228	7	132	2	454	14	1	false	0.016998405284733134	0.7326007326010446	1.328081221822222E-15	"decreased satellite cell number"
MP:0012666	11228	1	132	1	1470	25	2	false	0.017006802721095678	0.7326007326010446	6.802721088436106E-4	"increased circulating haptoglobin level"
MP:0010104	11228	1	132	1	423	8	1	false	0.018912529550828075	0.7427584348535339	0.0023640661938533615	"enlarged thoracic cage"
MP:0000026	11228	289	132	8	472	8	1	false	0.01901523927463832	0.7427584348535339	3.559937241777235E-136	"abnormal inner ear morphology"
MP:0002909	11228	31	132	4	357	13	1	false	0.019175100569814134	0.7427584348535339	2.3164317550180498E-45	"abnormal adrenal gland physiology"
MP:0011035	11228	1	132	1	51	1	2	false	0.019607843137254895	0.7427584348535339	0.019607843137254895	"abnormal branching involved in alveolar duct morphogenesis"
MP:0014114	11228	967	132	23	4314	68	1	false	0.019961384333943104	0.7427584348535339	0.0	"abnormal cognition"
MP:0004145	11228	30	132	3	942	19	1	false	0.020022645010051916	0.7427584348535339	2.5398606418269998E-57	"abnormal muscle electrophysiology"
MP:0031134	11228	1	132	1	49	1	2	false	0.020408163265306332	0.7427584348535339	0.020408163265306332	"increased carotid artery tortuosity"
MP:0002625	11228	66	132	4	567	10	3	false	0.020505431754442253	0.7427584348535339	5.123326157287932E-88	"heart left ventricle hypertrophy"
MP:0011006	11228	2	132	1	1241	13	2	false	0.02084947103013118	0.7427584348535339	1.2996802786511848E-6	"abnormal epidermal stem cell proliferation"
MP:0003731	11228	219	132	6	415	6	1	false	0.02089993534449261	0.7427584348535339	5.7038707646835665E-124	"abnormal retinal outer nuclear layer morphology"
MP:0012126	11228	3	132	1	426	3	1	false	0.021027418674092347	0.7427584348535339	7.81604164387198E-8	"abnormal placenta hemotrichorial membrane morphology"
MP:0005165	11228	188	132	6	552	8	1	false	0.02119566871332813	0.7427584348535339	4.7663374211744846E-153	"increased susceptibility to injury"
MP:0030005	11228	44	132	3	911	13	2	false	0.021421058544622125	0.7427584348535339	4.6145038953594757E-76	"increased retinal apoptosis"
MP:0002819	11228	17	132	2	266	4	1	false	0.0214332765304819	0.7427584348535339	3.5881032755430765E-27	"abnormal dental pulp cavity morphology"
MP:0008450	11228	114	132	5	477	8	2	false	0.02156640497066284	0.7427584348535339	2.80911109342663E-113	"retinal photoreceptor degeneration"
MP:0013528	11228	2	132	1	368	4	2	false	0.02165027840303163	0.7427584348535339	1.4808671958297994E-5	"thyroid gland cyst"
MP:0002694	11228	173	132	8	277	8	1	false	0.02175221130642492	0.7427584348535339	4.9245143014753105E-79	"abnormal pancreas secretion"
MP:0009446	11228	18	132	2	118	2	1	false	0.022164276401563914	0.7477105292093851	1.2754958067842209E-21	"abnormal platelet dense granule physiology"
MP:0009134	11228	9	132	2	55	2	1	false	0.024242424242424145	0.7746811525743682	1.572722190475486E-10	"abnormal brown fat lipid droplet number"
MP:0000315	11228	4	132	1	165	1	1	false	0.024242424242425384	0.7746811525743682	3.358774369797456E-8	"hemoglobinuria"
MP:0003642	11228	30	132	2	188	2	1	false	0.024746842644211477	0.7746811525743682	1.8235798293749035E-35	"absent seminal vesicle"
MP:0009175	11228	14	132	2	755	14	3	false	0.025600315726706242	0.7746811525743682	5.0328184606434375E-30	"abnormal pancreatic beta cell differentiation"
MP:0001324	11228	170	132	5	2132	22	2	false	0.02622873975781855	0.7746811525743682	9.417466996411721E-257	"abnormal eye pigmentation"
MP:0003449	11228	64	132	3	1426	15	2	false	0.02665764604799608	0.7746811525743682	7.295765335869917E-113	"abnormal intestinal goblet cell morphology"
MP:0030493	11228	19	132	2	266	4	1	false	0.026668144969309592	0.7746811525743682	1.9871928362414512E-29	"abnormal tooth root morphology"
MP:0005404	11228	203	132	8	449	10	1	false	0.026905839010265723	0.7746811525743682	1.4307114927370762E-133	"abnormal axon morphology"
MP:0008874	11228	270	132	8	598	10	1	false	0.026994951067785548	0.7746811525743682	4.921200296002105E-178	"decreased physiological sensitivity to xenobiotic"
MP:0005547	11228	25	132	2	1121	12	2	false	0.027494600139095726	0.7746811525743682	1.1683865831913774E-51	"abnormal Muller cell morphology"
MP:0010106	11228	2	132	1	929	13	1	false	0.027806131917916376	0.7746811525743682	2.3198841913820033E-6	"abnormal circulating pyruvate kinase level"
MP:0005294	11228	712	132	13	1823	21	1	false	0.028001198770173676	0.7746811525743682	0.0	"abnormal heart ventricle morphology"
MP:0014109	11228	2	132	1	422	6	2	false	0.028267158987285216	0.7746811525743682	1.1257331337031335E-5	"increased pancreatic alpha cell proliferation"
MP:0008327	11228	7	132	2	91	4	1	false	0.028503706031795348	0.7746811525743682	1.2354845713001507E-10	"abnormal corticotroph morphology"
MP:0000045	11228	199	132	8	308	8	2	false	0.028862598943369445	0.7746811525743682	2.5175641861176658E-86	"abnormal hair cell morphology"
MP:0002910	11228	138	132	7	861	20	1	false	0.029003960810377562	0.7746811525743682	7.144252471873348E-164	"abnormal excitatory postsynaptic currents"
MP:0013343	11228	2	132	1	1293	19	2	false	0.029184295527974333	0.7746811525743682	1.1972061996130914E-6	"abnormal pituitary gland apoptosis"
MP:0030223	11228	3	132	1	200	2	2	false	0.029849246231153127	0.7746811525743682	7.613826709303677E-7	"mandibular hyperostosis"
MP:0030462	11228	2	132	1	266	4	1	false	0.02990495105688618	0.7746811525743682	2.8372818839550454E-5	"tooth abscess"
MP:0001627	11228	55	132	3	759	10	1	false	0.03002758556033288	0.7746811525743682	3.6407471147966124E-85	"abnormal cardiac output"
MP:0013467	11228	2	132	1	1779	27	2	false	0.030132194689814894	0.7746811525743682	6.322987029654338E-7	"diaphragmitis"
MP:0020206	11228	2	132	1	459	7	2	false	0.03030130052991207	0.7746811525743682	9.513752128703725E-6	"abnormal heart left atrium weight"
MP:0004420	11228	5	132	2	26	2	1	false	0.030769230769230823	0.7746811525743682	1.5202189115232473E-5	"parietal bone hypoplasia"
MP:0013560	11228	989	132	19	2293	31	1	false	0.03110836971647374	0.7746811525743682	0.0	"abnormal endocrine gland morphology"
MP:0002841	11228	41	132	4	306	10	1	false	0.03207905995357599	0.7746811525743682	6.740363143231366E-52	"impaired skeletal muscle contractility"
MP:0003818	11228	3	132	1	461	5	2	false	0.03225563858791038	0.7746811525743682	6.164243810635887E-8	"abnormal eye muscle development"
MP:0020815	11228	22	132	3	132	5	1	false	0.03253364445779642	0.7746811525743682	1.5964152003687597E-25	"abnormal photoreceptor outer segment number"
MP:0030418	11228	3	132	1	543	6	2	false	0.03284412078400614	0.7746811525743682	3.768381552851622E-8	"facial hyperostosis"
MP:0004746	11228	10	132	2	191	6	2	false	0.033174246641278125	0.7746811525743682	7.136574952317046E-17	"abnormal cochlear IHC afferent innervation pattern"
MP:0030542	11228	20	132	2	106	2	2	false	0.03414195867026037	0.7746811525743682	5.142035106935522E-22	"abnormal dentin development"
MP:0013561	11228	357	132	13	633	16	1	false	0.03428208749484926	0.7746811525743682	1.58585479123327E-187	"abnormal endocrine gland physiology"
MP:0006204	11228	179	132	2	956	2	1	false	0.03489890249512635	0.7746811525743682	1.908921446415973E-199	"embryonic lethality before implantation"
MP:0030417	11228	3	132	1	758	9	2	false	0.03524478075635265	0.7746811525743682	1.3831343583910156E-8	"craniofacial hyperostosis"
MP:0005324	11228	35	132	2	780	7	1	false	0.0356606404403713	0.7746811525743682	1.3403111445337215E-61	"ascites"
MP:0011479	11228	143	132	5	4821	62	1	false	0.03581435205673528	0.7746811525743682	6.623882616008569E-279	"abnormal catecholamine level"
MP:0002447	11228	1109	132	18	2221	26	2	false	0.03635535494014174	0.7746811525743682	0.0	"abnormal erythrocyte morphology"
MP:0010641	11228	1	132	1	27	1	2	false	0.037037037037037035	0.7746811525743682	0.037037037037037035	"descending aorta stenosis"
MP:0000199	11228	238	132	8	1470	25	1	false	0.03710381213149852	0.7746811525743682	7.086106306805776E-282	"abnormal circulating serum albumin level"
MP:0004039	11228	17	132	2	1795	33	2	false	0.03752840266659618	0.7746811525743682	1.8406824286355097E-41	"abnormal cardiac cell glucose uptake"
MP:0031110	11228	2	132	1	53	1	1	false	0.03773584905660342	0.7746811525743682	7.256894049346852E-4	"meningitis"
MP:0000154	11228	85	132	4	265	5	1	false	0.03788888421341119	0.7746811525743682	1.1743728223815107E-71	"rib fusion"
MP:0003968	11228	55	132	5	199	8	1	false	0.03826956731251642	0.7746811525743682	1.7870555065215987E-50	"abnormal growth hormone level"
MP:0011915	11228	2	132	1	361	7	2	false	0.03845798707293784	0.7746811525743682	1.5389350569404145E-5	"increased heart left atrium weight"
MP:0003141	11228	169	132	5	1823	21	1	false	0.03856571630682296	0.7746811525743682	1.1184218214155472E-243	"cardiac fibrosis"
MP:0002953	11228	75	132	5	187	6	1	false	0.038971221088428425	0.7746811525743682	3.4162826146604726E-54	"thick ventricular wall"
MP:0031070	11228	4	132	1	406	4	1	false	0.03897243493493896	0.7746811525743682	8.964865406014111E-10	"hemophagocytosis"
MP:0003646	11228	16	132	2	942	19	1	false	0.039100621756756986	0.7746811525743682	6.186360818942118E-35	"muscle fatigue"
MP:0005317	11228	309	132	6	528	6	1	false	0.03936587051966695	0.7746811525743682	7.192970855838446E-155	"increased triglyceride level"
MP:0005406	11228	1102	132	17	1823	21	1	false	0.03953876703068208	0.7746811525743682	0.0	"abnormal heart size"
MP:0011411	11228	6	132	1	1028	7	1	false	0.040263168383677064	0.7746811525743682	6.190448595768903E-16	"abnormal gonadal ridge morphology"
MP:0000490	11228	138	132	5	792	12	2	false	0.04193563538978487	0.7746811525743682	2.1308121585846897E-158	"abnormal crypts of Lieberkuhn morphology"
MP:0013891	11228	5	132	1	119	1	1	false	0.04201680672268978	0.7746811525743682	5.4753336138565655E-9	"increased common myeloid progenitor cell number"
MP:0000972	11228	218	132	8	685	14	1	false	0.04267629922273215	0.7746811525743682	2.4647868672107916E-185	"abnormal mechanoreceptor morphology"
MP:0003939	11228	9	132	2	96	4	1	false	0.04277896181772116	0.7746811525743682	7.712816243465915E-13	"abnormal myotome morphology"
MP:0000480	11228	48	132	3	265	5	1	false	0.04285051344077219	0.7746811525743682	5.601272615359838E-54	"increased rib number"
MP:0003105	11228	234	132	6	1823	21	1	false	0.04286036162426507	0.7746811525743682	1.3252884173018012E-302	"abnormal heart atrium morphology"
MP:0004937	11228	234	132	6	1823	21	1	false	0.04286036162426507	0.7746811525743682	1.3252884173018012E-302	"dilated heart"
MP:0001026	11228	2	132	1	1518	33	1	false	0.04301968989136633	0.7746811525743682	8.685056405099609E-7	"abnormal adrenergic neuron morphology"
MP:0013808	11228	9	132	2	202	8	1	false	0.04308387318735192	0.7746811525743682	7.764414373070261E-16	"abnormal tunnel of Corti morphology"
MP:0003948	11228	547	132	12	4821	62	1	false	0.043156128999442545	0.7746811525743682	0.0	"abnormal gas homeostasis"
MP:0003558	11228	8	132	1	364	2	1	false	0.043532225350407586	0.7746811525743682	1.4136716550055434E-16	"absent uterus"
MP:0008418	11228	6	132	1	1200	9	1	false	0.044255200475812356	0.7746811525743682	2.441642151886469E-16	"abnormal cutaneous elastic fiber morphology"
MP:0009406	11228	23	132	3	209	8	1	false	0.0453685135665392	0.7746811525743682	3.933743889046212E-31	"decreased skeletal muscle fiber number"
MP:0012296	11228	13	132	2	136	4	2	false	0.045557777968481455	0.7746811525743682	2.067078533286646E-18	"impaired discrimination learning"
MP:0002673	11228	447	132	5	827	5	1	false	0.0456585943188084	0.7746811525743682	6.076987405786358E-247	"abnormal sperm number"
MP:0010867	11228	128	132	4	275	4	1	false	0.045759307244911555	0.7746811525743682	6.593531665796281E-82	"abnormal bone trabecula morphology"
MP:0010066	11228	218	132	7	1109	18	1	false	0.04579885137794783	0.7746811525743682	6.552853856363974E-238	"abnormal red blood cell distribution width"
MP:0001243	11228	114	132	3	1200	9	1	false	0.04585158964273029	0.7746811525743682	6.124001678225076E-163	"abnormal dermal layer morphology"
MP:0011668	11228	7	132	1	149	1	1	false	0.04697986577181396	0.7746811525743682	3.5665295799776647E-12	"double outlet right ventricle, Taussig bing type"
MP:0011633	11228	22	132	2	165	3	1	false	0.047029777046240305	0.7746811525743682	7.987438875582409E-28	"abnormal mitochondrial shape"
MP:0020161	11228	4	132	1	415	5	2	false	0.04749770332674759	0.7746811525743682	8.209477864360954E-10	"increased vascular endothelial cell proliferation"
MP:0011117	11228	267	132	8	2183	34	1	false	0.04758637593290521	0.7746811525743682	0.0	"abnormal susceptibility to weight gain"
MP:0030804	11228	132	132	4	388	5	1	false	0.04764957101904816	0.7746811525743682	2.1275697111649185E-107	"abnormal synovial joint morphology"
MP:0013309	11228	3	132	1	433	7	2	false	0.04782785496846134	0.7746811525743682	7.442217137700416E-8	"adrenal gland cyst"
MP:0011997	11228	133	132	6	219	6	1	false	0.04794833968418642	0.7746811525743682	3.4709192642213555E-63	"abnormal retinal outer nuclear layer thickness"
MP:0020215	11228	4	132	1	247	3	1	false	0.047992132569433445	0.7746811525743682	6.607288506557999E-9	"impaired blood coagulation"
MP:0011956	11228	19	132	2	572	11	1	false	0.04811328683543646	0.7746811525743682	6.696157257527086E-36	"abnormal compensatory feeding amount"
MP:0009399	11228	38	132	4	138	6	1	false	0.04868915266481756	0.7746811525743682	7.05597399875542E-35	"increased skeletal muscle fiber size"
MP:0030677	11228	5	132	1	402	4	1	false	0.049010553517438646	0.7746811525743682	1.171911622054883E-11	"abnormal hydroxyproline level"
MP:0000738	11228	306	132	10	412	10	1	false	0.04914822410955422	0.7746811525743682	2.1040305551470654E-101	"impaired muscle contractility"
MP:0004727	11228	9	132	1	182	1	1	false	0.049450549450549316	0.7746811525743682	2.0248567329123365E-15	"absent epididymis"
MP:0003878	11228	558	132	13	792	14	1	false	0.04957797182387404	0.7746811525743682	5.443472331865027E-208	"abnormal ear physiology"
MP:0001257	11228	59	132	3	815	12	2	false	0.04960323727162218	0.7746811525743682	2.0802228670350786E-91	"increased body length"
MP:0003565	11228	18	132	2	1476	30	3	false	0.04994924178226909	0.7746811525743682	6.42663885369122E-42	"abnormal glucagon secretion"
MP:0012119	11228	4	132	1	1101	14	2	false	0.049967739357395145	0.7746811525743682	1.64221950125405E-11	"increased trophectoderm apoptosis"
MP:0010258	11228	6	132	1	352	3	1	false	0.05041070041070874	0.7746811525743682	3.950758893760259E-13	"polar cataract"
MP:0008556	11228	222	132	4	644	5	1	false	0.05045743250273842	0.7746811525743682	2.139874750553324E-179	"abnormal tumor necrosis factor secretion"
MP:0005562	11228	128	132	5	303	6	1	false	0.05058120505480383	0.7746811525743682	5.143762819689575E-89	"decreased mean corpuscular hemoglobin"
MP:0008947	11228	84	132	5	499	13	1	false	0.050739180438595655	0.7746811525743682	1.2557314672042369E-97	"increased neuron number"
MP:0005608	11228	59	132	4	169	5	1	false	0.050885467960498434	0.7746811525743682	5.159506577315026E-47	"cardiac interstitial fibrosis"
MP:0009869	11228	12	132	1	235	1	1	false	0.051063829787230126	0.7746811525743682	2.24664451865453E-20	"abnormal descending aorta morphology"
MP:0001625	11228	198	132	6	874	13	1	false	0.05125695134531276	0.7746811525743682	2.480373479277744E-202	"cardiac hypertrophy"
MP:0000727	11228	12	132	1	228	1	1	false	0.05263157894736647	0.7746811525743682	3.258398146213619E-20	"absent CD8-positive, alpha-beta T cells"
MP:0000906	11228	8	132	1	149	1	1	false	0.05369127516778739	0.7746811525743682	2.0093124394239456E-13	"abnormal trigeminal V mesencephalic nucleus morphology"
MP:0003090	11228	7	132	1	509	4	2	false	0.054041634555998766	0.7746811525743682	5.93472590698575E-16	"abnormal muscle precursor cell migration"
MP:0010658	11228	8	132	1	147	1	2	false	0.05442176870748215	0.7746811525743682	2.244648323919778E-13	"thoracic aorta aneurysm"
MP:0003972	11228	108	132	7	199	8	1	false	0.054625134665295075	0.7746811525743682	4.541684899461321E-59	"decreased pituitary hormone level"
MP:0005448	11228	268	132	7	4821	62	1	false	0.05466327624211006	0.7746811525743682	0.0	"abnormal energy homeostasis"
MP:0012320	11228	66	132	3	2652	35	2	false	0.054703087093074074	0.7746811525743682	1.362127121679181E-133	"abnormal body fat mass"
MP:0000780	11228	140	132	4	601	7	2	false	0.05481284942192172	0.7746811525743682	5.43673168826989E-141	"abnormal corpus callosum morphology"
MP:0008571	11228	24	132	3	203	8	1	false	0.05484425176310028	0.7746811525743682	1.065301368772207E-31	"abnormal synaptic bouton morphology"
MP:0000823	11228	173	132	4	867	8	2	false	0.055011910951657646	0.7746811525743682	1.962879324388714E-187	"abnormal lateral ventricle morphology"
MP:0008032	11228	40	132	2	1338	13	1	false	0.055214691180758765	0.7746811525743682	1.2855989656220622E-77	"abnormal lipolysis"
MP:0004022	11228	93	132	8	207	11	1	false	0.055395551324043335	0.7746811525743682	2.538260551711711E-61	"abnormal cone electrophysiology"
MP:0013315	11228	3	132	1	54	1	1	false	0.05555555555555584	0.7746811525743682	4.031607805192707E-5	"abnormal pheomelanosome morphology"
MP:0000152	11228	3	132	1	265	5	1	false	0.0557494016135203	0.7746811525743682	3.2609617228307547E-7	"absent proximal rib"
MP:0030222	11228	4	132	1	2297	33	1	false	0.056275658310206415	0.7746811525743682	8.643751231971595E-13	"hyperostosis"
MP:0011957	11228	14	132	2	131	4	2	false	0.05642530623113576	0.7746811525743682	4.085333664156637E-19	"decreased compensatory feeding amount"
MP:0004565	11228	14	132	2	203	6	1	false	0.056614928517630524	0.7746811525743682	6.833016669839033E-22	"small myocardial fiber"
MP:0013613	11228	10	132	1	520	3	1	false	0.056697013344388654	0.7746811525743682	2.7386955281685385E-21	"abnormal volumetric bone mineral density"
MP:0002089	11228	3246	132	46	5264	64	1	false	0.05715041021002579	0.7746811525743682	0.0	"abnormal postnatal growth/weight/body size"
MP:0001516	11228	825	132	18	3274	50	1	false	0.05756790038641156	0.7746811525743682	0.0	"abnormal motor coordination/balance"
MP:0000198	11228	61	132	3	156	3	1	false	0.05799039670007131	0.7746811525743682	7.018134825180775E-45	"decreased circulating phosphate level"
MP:0005500	11228	7	132	1	120	1	1	false	0.05833333333333382	0.7746811525743682	1.6810234779384337E-11	"abnormal gustatory system morphology"
MP:0030490	11228	2	132	1	34	1	1	false	0.05882352941176444	0.7746811525743682	0.0017825311942958834	"periodontal pocket"
MP:0002043	11228	1	132	1	17	1	2	false	0.058823529411764754	0.7746811525743682	0.058823529411764754	"increased colon hamartoma incidence"
MP:0030486	11228	1	132	1	17	1	1	false	0.058823529411764754	0.7746811525743682	0.058823529411764754	"abnormal osteocyte canaliculus morphology"
MP:0030499	11228	4	132	1	266	4	1	false	0.05913410825224775	0.7746811525743682	4.903701838843163E-9	"conical tooth"
MP:0020423	11228	12	132	1	199	1	1	false	0.060301507537688856	0.7746811525743682	1.7417864161525156E-19	"abnormal mitochondrial biogenesis"
MP:0003312	11228	690	132	16	2158	35	1	false	0.06046696739055096	0.7746811525743682	0.0	"abnormal locomotor coordination"
MP:0005333	11228	221	132	9	354	10	1	false	0.06048116208395999	0.7746811525743682	3.9341405940292065E-101	"decreased heart rate"
MP:0013251	11228	5	132	1	243	3	2	false	0.060712324637885014	0.7746811525743682	1.4761599602525004E-10	"dental pulp necrosis"
MP:0005416	11228	1470	132	25	3750	49	2	false	0.06079440867568589	0.7746811525743682	0.0	"abnormal circulating protein level"
