	z
DDX23	-0.46184585141484574
ERP44	-0.5501461182090301
ILF2	2.8124289954847086
ASB10	-0.8956737193471496
UBE2J1	-0.36213347277184443
UBE2J2	-0.5859498503217595
WWP1	0.44558043276067133
BTBD1	-0.20538814057542
FBXO10	-0.7774005764088474
FBXO17	-0.78095520647195
FBXO15	-0.6655992336613461
ASB13	-0.7824332779638041
CAPRIN1	-1.1821564411265748
PPP1R7	-0.736215571365522
CERS2	-0.6531024171689368
ASB17	0.3007690290153538
EIF4ENIF1	-0.6437796812368479
CUL5	-0.8952257285643528
CUL7	-0.810344685897705
CUL1	-1.2379914177054738
CUL2	1.2862213510538192
CUL3	-1.4636368583838717
TRIM27	0.3871265715440484
TRIM21	1.2822211759795146
IRF2BPL	-0.20476774360934152
RNF138	1.7045023742242074
TOR1AIP1	-0.8111090883120212
DZIP3	0.4722533140902554
RBBP6	-1.156523810616336
RNF182	0.38732468031852074
RBX1	-1.620496838001198
RNF217	-0.6150875034058336
RNF213	-0.4925173180247556
SLBP	-0.16942059132204765
SMURF1	-0.8901479068512425
UBE2F-SCLY	-0.4424410798536283
SMURF2	-1.0834170318856244
CDC16	-1.1514399325488245
UBAP2L	-0.8829350294865123
RNF130	-0.3275023188885047
B4GALT1	-0.43404525534729876
B4GALT3	-0.5912831675568779
PJA2	-0.11605737374473525
RIC8A	-0.9566612694092235
HERC1	0.171940132340161
HERC3	-0.4914172604727443
HERC2	-0.7215583501020791
HERC5	-0.6395159856960111
HERC4	0.3548943248621852
HERC6	-0.4273284626581185
MRPL9	-1.3092357983597864
UBE2I	-0.779408911937669
UBE2H	-0.7901083586905633
UBE2K	0.41697347138747287
UBE2M	-0.984824804509754
UBE2O	-0.6122675754980931
UBE2N	-0.7425613214202774
UBE2A	-0.6311192785490995
UBE2C	-0.9947167689209516
UBE2B	-1.023221787241037
UBE2F	-0.6864753546861965
UBA5	0.6205607588655732
RBCK1	0.9107693320346657
UBE2S	-1.1514392474992685
UBE2U	0.015584398236560425
UBE2T	-1.2681012107855953
UBE2W	1.5728125508328255
DPF2	-0.7555581151839339
UBA1	-0.7838599148413996
FBXO2	-1.007889986015607
FBXO4	-0.8842551464288064
FBXO6	-1.1665293812151896
FBXO7	-0.8538819462716408
FBXO9	0.23335658829244454
HACE1	0.05492541883178604
SRPRB	-1.2084334763392026
ASB11	-0.8047604692219387
FHL3	0.923979700401366
FBXO44	-0.6345552478076287
FBXO41	-0.7137544615147028
FBXO40	-1.0038662548550694
NDUFA8	-1.2875874279111326
DET1	-1.0776006222975243
TP53	1.0431020323808124
MAEA	-0.6733490334054265
TRIM71	-0.3167134005403675
BIRC6	-0.4048536111059528
PEX19	-1.297488845502235
MAP2K1	0.06837466259124081
ADPGK	0.09980226162020417
ANGEL2	-1.1717572190613252
RCHY1	1.1287686639981542
LYPD3	-1.130930303992
NSF	-0.7111289249335387
APEX1	0.4917896500835982
UBE2Z	-1.2001385840733723
MAD2L1BP	-0.8169768834903364
POGK	-0.8965581994783762
PPP1CA	-1.014487157590931
MYLIP	-0.930994623871757
M6PR	-0.363338129213377
HECTD2	-0.641108845116084
HECTD3	-0.5212197232924812
ASB12	-1.008816808038517
HECTD1	-0.5491696177122072
ASB14	-0.7653058487528264
ASB15	-1.2074499473454703
ASB16	-1.1418605283661794
UBE2QL1	-0.8572026098394646
ASB18	-0.7710584003652825
DHX16	-0.1690410957789937
AC022826.2	-1.0061607918010331
STUB1	-0.864442233235873
ANAPC11	-0.6339346064664495
ANAPC10	-1.3645930702498539
ANAPC13	0.9326869799790712
CSNK1D	-0.5859682809933502
UBR4	-0.692683986954163
WSB1	-0.6408906708730338
SCAMP3	-0.8058858796813059
CHTOP	-1.2771436670648844
KLHL5	-0.39173453804734865
KLHL2	1.0694232826065428
KLHL3	-0.7298158877257778
UBR2	1.5057207283417564
UBR1	2.253644804983191
FBXO22	-0.8249393803010926
KLHL9	-0.4882966817452261
FBXL8	-0.8355416828510586
SOCS1	3.8570703548408956
SOCS3	0.7867913394157513
FBXL3	0.8855489717423145
FZR1	-1.0979791352501636
FBXL5	1.2666723689578177
FBXL4	-0.878911820911091
FBXL7	-0.725458111445219
SUPT4H1	-0.128321350126102
TMEM189-UBE2V1	-0.4784761731602685
UBB	-0.37566289054081464
UBC	1.4277188745646539
RNF6	-0.09464093892582068
RNF7	0.19928224608555783
RNF4	2.1954211933266037
TRIM39	1.74456909011237
TRIM32	-0.6842347275210816
TRIM37	-0.2599207897541179
TRIM36	-0.29842418464786646
UBE2L6	1.0233128733430903
UBE2L3	-0.4706472557799792
KBTBD7	-0.6442163368645938
KBTBD6	-0.2990756820682956
UBE3B	2.4011481845253395
UBE3C	-0.3200036018177943
UBE3A	-0.9426963329376729
CCNF	-1.003774253031718
UBE3D	-0.5624963177242598
KBTBD8	-0.11434668390285069
NGRN	-0.9947216926488686
HTR2C	-0.7788811333007728
PCBP1	-1.3358324796037677
RNF220	-1.1369046776994778
ECPAS	-0.7210880103768993
ARPC5	-0.9106183953529872
TRIM41	-0.9498092814647463
TAF7	-0.3602012322040683
SLC25A44	0.763446082415715
CDC27	-0.9664475626914909
CDC26	-0.029763611588869074
CDC23	-0.8836349032540103
CDC20	-1.279456090234772
KLHL42	-0.26705074535118156
KLHL41	-0.8732742306021628
HECW2	-0.10750543991764637
RNF126	-0.7945925780534734
BTBD6	-0.8510194678447228
RNF123	-0.8108193858781381
DTX3L	-0.3528671924659255
COP1	0.14760235911654135
NEDD4	-0.0974564917501502
PFDN2	-0.8861962452100755
SIAH1	0.7181439854560471
SIAH2	-0.5182853264300712
TCEAL1	-0.6678311101708511
RNF144B	-0.6205047075988142
PSMB4	-1.4685162965927414
KCTD6	-0.8262507249327437
HAX1	-1.2194957491940848
VHL	1.1070008187303746
UBOX5	-0.3931423468121646
LTN1	0.33576959941818363
UBE2G2	-0.5749802915228032
UBE2G1	-0.31079404654155574
PJA1	-0.6534558071910124
UFL1	0.18530331495170893
RFXANK	-1.1563830230535181
RRAGA	-0.19954810661680336
TRAF7	-0.3545732026886493
USP11	-0.722062702698658
C1QTNF2	-0.5403840145411073
NEDD4L	-1.157062974524833
SCFD1	-0.9577302757825773
RNF11	2.270870252607643
UBL3	0.6090565451122426
HSPA4	-0.27038871284778243
SUMO1	0.8827895335563228
HSPA9	0.7645903955265249
SEC23IP	-0.01802632765504519
ANKIB1	-0.47285556849807503
COMMD8	-0.404811672046615
C6orf120	-0.7949361318119282
CDC73	1.4412634087879108
PIK3CA	1.242240412749247
RMND5A	1.6142917181242007
PRKAG1	-1.0075213049527167
FAM114A2	-1.0413688230160003
ABCD3	0.4792466643578975
HBS1L	-0.7277718347047438
RAB9A	1.5582975879044558
WRB	-0.859765532308053
NIPSNAP2	-0.589858291820693
SP3	0.6145246392061265
AP5M1	-0.5461449440089607
TMEM9B	-0.7792234459744257
DHX29	-0.12541437566791902
TMEM184C	-0.7005386620404869
GPI	-0.3222366134796824
SNAP23	1.967703504672903
PTER	-0.5330428788735486
ARHGAP12	0.32058089363688125
TCF12	-0.3524664905722012
CTCF	0.5555381856457412
ATP6V1D	-0.04681052735764812
RPS6KC1	-0.36257084528696487
ATP6V1A	-0.8158289122682656
ALDH3A2	-1.0068101384790085
PUM2	-0.3357784328723293
ISCA1	-0.12073565050021726
SPTSSA	-0.737739901990967
ARNTL	0.5564532235864094
RWDD2A	-0.8174615598164775
BUB3	0.4799521601636767
XPO7	-0.27397822975295943
RWDD2B	-0.5978820385779954
APOO	-1.2678058844803548
CETN3	0.6705028865635014
CTNNB1	-0.4643688466267977
JAK2	2.454050472636478
TMED10	-0.3231178852742677
KIF1BP	-0.3364571095626502
TSPYL1	1.703998452706423
ZNF226	-0.8916074812853121
CHUK	1.0802296427236748
INSIG2	-0.747773837622641
CSGALNACT2	1.4009389067741145
SLC39A6	-0.6580557378443675
PREPL	0.09764426817899889
RPS6KA3	1.017298204520755
CSNK1A1	-0.5454147475962743
C5orf15	-0.596892102236405
GFM2	0.2747926100816744
ATAD1	0.5377868725423819
SLC35B3	-0.6960057318504211
TTC37	-0.17611586277446728
MINDY3	-0.6234454501299633
MINDY2	-0.1466716091574909
EMC2	0.34672122226831514
MINPP1	-1.1368370373679897
FBXO38	-0.7521931921165886
ECHDC1	-0.01843325457507255
SOAT1	-0.3758129633838434
SMAD4	0.3540383363929328
RAP1B	-0.45458568345894307
RAP1A	-1.073301571171252
AP1AR	1.0857674703164333
DCTN4	0.05951083981843163
LRIF1	0.8420789166926451
NCOA4	0.2595901152543858
CCNDBP1	-0.7725885904315377
CRYZL1	1.5900937695601434
ALAS1	-0.28602098287921507
CRBN	-0.9113182900589294
TM9SF3	1.7588292748914467
TM9SF2	-0.44056970614675633
TOGARAM1	0.46799687290398084
AUH	0.5551484193026411
TMEM59	0.30180769697869936
CIAO2A	-0.024820186187388276
TCEA1P2	-1.1440957068228867
PRKAR1A	0.12255981815335673
SAR1B	-0.37035835092351604
SCAF8	-0.6155226534592196
CAPZA2	-0.8386588221404399
PEX7	0.5401411495463962
PRRC1	-0.6855382899884442
SUCLA2	-0.8933165995430967
ATP6V1E1	-1.0050833475788148
TBCA	-0.6433299775229084
MORC3	-0.2136727379803028
ACTR10	-1.0052136136235335
CPEB4	1.9587748204353663
TMEM251	-0.3197052487719952
CAT	1.1173869814957516
EI24	-0.978494217909515
RAB2A	1.5037547141405583
C10orf88	-0.8888117147938639
EPS8	0.9882895134253443
EPS15	-0.7796247736854968
TOB1	1.8776190108741901
PRMT2	-0.5000860998992765
CLIP1	0.708459536689566
HNF1A	-0.7005046937367471
ETNK1	-0.11782854049093112
ATP6V1B2	0.24136469726063944
CDC37L1	-0.6383195752067357
ARIH1	-0.9890905467568564
CD46	1.049671229078992
HIKESHI	-0.26770575782148653
FPGT	0.12281328351454208
LPIN2	-0.4967006164987767
CGRRF1	0.3021825302139262
RAB21	-0.6558635076358235
LACTB2	0.43321222723508734
DMXL1	-0.0053575014329815245
NCK1	-0.5573604280050971
EXOC5	-1.1542983541590253
MBD4	-1.1827406960128795
PPP3CB	-0.33579339999082236
SPG11	2.1367145328775456
BZW1	0.12062254101725961
MPC2	-1.3720839151914475
MARCH5	-0.5750653431039615
MARCH7	0.07881968528404193
RCBTB1	-0.8297866008225467
SLC25A12	0.7827406739477468
ADSS	-0.9397258327931345
B3GNT2	1.1668491234498761
NFE2L2	-0.5788979110421553
DYNLT3	0.06208967561083719
TTC5	-0.7009243794718216
RARS	2.3893869272116506
GMCL1	-0.8639059701250509
ZNF263	-0.7747368657163386
MTMR6	0.7521524538611952
TSNAX	-0.05848618147661389
UTP14C	-0.3909477576893415
SEC24A	0.5561471558186252
TERF2IP	-1.0052360958111077
SIGLEC10	0.07973877971192293
SIGLEC11	-0.11172865971721563
SH3BGRL	-0.5254536588306151
HTATIP2	-0.18890289709531632
SYPL1	0.18673996095011305
OSBPL11	-0.1847042431248465
SCARB2	0.3196743908406073
MRPL42	-1.3438811529572678
RNF103	-0.7580719025494381
APC	1.80946902510434
UQCRFS1	-0.7445298961757134
YIPF5	-0.8481289578912222
YIPF6	1.0596588168777321
SNX2	2.6033580424072635
SNX1	0.09442818750717141
ARFIP1	-0.970412642420867
COPS2	0.3122221297423274
SERINC1	1.4397954684560688
COPS4	-0.8477254168505969
ALG5	1.3796675933044502
MED7	-0.2674432338139625
BLCAP	-0.370454842092773
SUB1	-0.2709672452457824
RAB11A	-0.7672347494707529
DERL1	-0.7945869824104157
C11orf58	-0.5062593226783118
MAP1LC3B	-1.2290074332206515
OGA	0.8483907912402384
TCF7L2	1.4771743859774782
TCF7L1	-1.1857627811781357
DLD	2.203584221140754
DNAJB9	-0.7022901658468236
C12orf29	-0.22712470536324478
RFK	-0.745727184444621
HAT1	-1.148805819837894
C18orf32	-0.983758993042016
KDM3B	-0.840028533163136
RALB	1.640628041207238
MMUT	-0.04083888280823269
TMEM126B	-0.27790578344844513
CCDC47	-0.23631684723236412
ZNF236	1.2814294670572903
AIDA	-0.599929445505035
STXBP3	0.3799176892530578
PRKAR2B	-0.41960298090680276
AL136295.5	0.003292263465995281
FECH	-0.05777874522928252
BET1	-1.4323087182488226
TMEM14B	-1.1102295889286082
TMEM14A	-0.8325471320082874
PSEN2	-0.4521432357383537
PSEN1	4.563642455044706
DNAJB6	-0.907719581797331
ETF1	-0.0732165413602553
NDFIP1	0.33840541554914905
CHPT1	-0.5604081863893338
TRAPPC11	-0.265206132688716
TRAPPC13	-1.0033331476039604
RAB14	1.6220808965903242
THAP1	-0.9729257792459063
HNRNPA1	-1.2502627348103172
RAB6A	1.3843190585640612
RTCA	0.36580482922725893
ACOX1	-0.850003489793766
STX7	-0.8435987820380609
SHOC2	0.6104529040658645
SGPP1	-0.1995770624496558
RNF141	1.2428057252084437
ATP6V1G1	-0.8390856181880021
TBCEL	-0.2834294368586925
GRSF1	-1.3818725523057023
CAB39	1.32868232727444
PRKN	-0.9613890782617043
NFYB	-0.4673613568508537
MEGF9	1.6284547093394113
RNF38	-0.5999715991207152
SMARCA2	-0.6214993175607538
RNF31	-0.4607584144897531
IMPACT	-0.6650424352498733
NPTN	-0.5247284746065966
GABARAPL2	-1.6706509093797046
DDHD2	-0.8594081254492337
MTX2	-0.38763137498509026
FEM1B	1.9407501163470195
ARL6IP5	0.007489458866027776
PCMTD2	0.5061195692391999
COPA	-1.1910706216307099
MAT2B	-0.6303686819267532
MFSD1	0.33822466996469314
MOGAT2	-0.843897594974398
GLRX	0.9171735769757368
VTN	2.151598207426664
CTNNA1	-1.03717725092685
VAMP3	0.6066818918013235
VAMP4	-1.218591506260264
VAMP7	-0.8994511303682906
WDR47	-0.9889198247987074
ROCK1	0.14830207466342443
CUL4A	-1.0217802912860734
DCAF6	0.28684911720336864
WBP4	0.4782637502902274
PCCB	0.010422442340259316
NDUFB5	-0.8525208599408908
FAM3C	-0.25594503567284527
NARS	-1.2214522260841865
SLC30A5	0.0967982613680239
TOPORS	-0.8098968006560856
TENT5A	-0.4314880261155849
CUL9	-0.5960083438175355
CLINT1	0.4312301688098328
PPP3R1	1.647124318381713
KLHDC10	-0.62906697348118
SEC62	-0.6741319078823156
ANKRD46	-0.2948145255826255
ZNF200	0.9702949188809942
CLCN3	-0.36170129924069927
IDH1	2.7732423287899692
SH3GLB1	0.43203183869697886
TRIM23	1.6885668575029626
USP21	-0.05175192762522793
GHITM	-0.4108290454079436
PTPN11	-0.24843060255425964
JKAMP	-0.6821150568112511
PGGT1B	0.9583596510460541
CCDC28A	-0.5284185465627499
KIN	-1.1111780633413983
KPNA1	1.6019630881876619
COPB1	-0.777898496645314
RNF216	2.5605265534188693
MED21	-1.5359548628862176
KAT2B	1.7551965647805021
IARS2	-0.5473344428274902
PPM1B	0.33566881378381086
PPM1A	2.6540905582208754
CLDND1	-0.9675199772137701
VPS37A	-0.628427237639788
PNPLA7	-0.004778196959055026
ARMC1	-1.4290806770262905
UNC50	-1.4019159791953681
GSPT2	-0.7903264700428614
GSPT1	-0.2702655672309208
BECN1	-0.042024912386566325
RNF144A	-0.3761596818621295
MAN2A1	-0.38415603871496595
UBA6	0.3305133972079091
UBA7	-0.537995285992587
ATG12	0.6285572021355837
UBA3	-1.1042877342626283
RWDD3	-1.2861907406577555
MRPS27	-0.4237895400029337
UEVLD	0.5528417215272514
VPS26C	-0.5343220343516016
PHF7	0.9975336651726749
BAG2	-1.3835369938023072
FBXO3	-0.844846817495762
RHOT1	-1.128082764184749
FBXO8	-0.426064358678318
BCAS2	-0.6328257711045995
CAPN7	-1.1503767852301896
OPTN	-0.5919375554059013
SNX13	1.3065508899310596
SEC23A	-1.4013222579449307
ADIPOR1	-0.6026726845614303
SNX19	0.23686301440912136
ERC2	1.037615342551291
BNIP2	-0.19562527516945874
DPM1	0.7124408821660154
NDUFA6	-1.0635281333813853
NDUFA5	0.819045726287028
FBXO43	-1.8671883370915132
PRDX3	-0.9732567461176718
RABIF	-0.8019919981635479
RWDD4	1.4970274056985942
GALC	3.65025943404469
ATXN10	-0.5278644122164953
ESR2	0.08631815893422633
EFCAB14	1.2087790134083762
NRBF2	0.7699240262234719
GOLT1B	-0.9066966075621091
MRPS35	-1.2584818031126435
ISOC1	0.08368494840954356
RWDD1	0.1150122542200473
EIF2AK4	0.4065164640759624
HIBCH	-0.8384683137191968
DTD1	-0.49572499526292285
NECAP1	-0.7886777004958845
BPGM	-0.5973626641921513
UFM1	0.046771763663275054
BIRC2	-0.48683088001650554
MOSPD1	-0.42266603123324026
MDH1	-0.6285169301452893
MAP2K4	0.7322157425455862
PEX13	0.6893583623586741
LPGAT1	0.4464134669312815
MICU2	-0.6392407513682035
RNF170	-0.7850245224131865
ECT2	-1.0335403104971654
STAM2	-0.13453984836540997
SCAMP1	-0.03197867254875097
TMEM192	0.24879297928199212
SYNJ1	-0.3061061655917779
GLT8D1	1.2464069385666627
ATP5MC3	-0.32297680320102023
CNIH1	-0.6626194500229262
ANXA4	-0.7726026476327994
ANXA7	-0.5227191259277446
NUMB	0.06432372283208737
HLTF	-0.6631390528483954
TAGLN	-0.7867850426247069
PPP1CB	-0.9874034718652848
RNFT1	-0.21048456342505104
C1D	-0.08936320724932766
HADHB	-0.5906833362405314
NDUFS4	-0.4341927020376288
PICALM	1.080839059346841
TM2D1	-1.0165852443791614
TMOD3	0.42136267920966514
WASHC5	0.17542353899821614
LYPLA1	-0.9527786491259918
SEC24B	-0.5250869711767987
SRP9	0.1944135185858964
OAT	2.2922604966512816
KIFAP3	0.15249290773670002
LEF1	0.44042903573719144
CANX	-0.2555964482292316
NDUFAB1	-0.9795436873709354
ZNF140	-1.2346079847570055
MRPL3	-1.1250420217645034
MMADHC	-0.4175676202624017
LIG4	-0.7211830473641263
GOLGA7	0.1075002986899843
NNT	0.28272566131683124
SOD1	-0.721534252781449
SEC63	-0.4414307675449882
SARAF	-0.3624509416497388
GARS	-0.9148423082827907
TRMT1L	-0.4124550366028097
TDP2	-0.5442274141819491
SCOC	0.0320700833960486
ACYP2	-0.6711291807731151
PPP2CA	-0.837688479730296
ACSL3	-1.2200285886100777
WDR59	-0.0031357537391667515
ASF1A	-1.305562479792435
RNF8	-0.8073190415887835
CCNH	1.711656354029933
ZNF217	0.4575440865052869
VDR	-0.5317669573379091
METAP1	-0.9323773047080796
TRAK2	1.2274514150425917
PCMT1	1.4847845223092337
SLC25A32	0.13632089557711674
PNMA1	-0.5491527851765537
NMD3	-0.21275459614274894
FAM177A1	-0.47908817486820154
DCTN6	-1.0280155131160393
CMAS	-1.0367198620374394
LANCL1	0.9117522766903375
SLC35A1	0.32579291273723926
SLC35A3	0.5102047395472855
UBXN4	-1.1061027907019612
PRELID3B	-0.9443829174058098
ORC4	-0.21374666024208058
C5orf22	-1.5063175180390063
TTC1	-0.2512866194236391
RCN2	1.2858787228280733
DCUN1D1	0.8932751828796679
SLC26A2	0.8319947912065243
DYNC1LI1	-1.1077598345245037
POLR2B	0.2606646724861422
TRIP4	-0.2969488215976068
POLR2K	-1.7537537054888563
STRN3	1.0552137476593255
HADH	-1.4498702568399635
SLC25A46	15.885598510637632
TNFAIP3	2.568371130286477
FAM8A1	0.8012381537524154
AP3B1	2.691814241120715
RBM22	-0.10059646764814088
SNCA	-0.43861788699519944
ACTR6	-0.4112051344617601
STAMBP	-1.3667258650490404
APOOL	-0.6356114568696665
SDCBP	-1.1430778056963016
ATP5PF	-1.3137541619853614
CCNG2	1.6820145469429029
ATP5PO	-1.3154756490116142
PCDHB11	-0.20877354270601675
NCOR1	-0.987683643421451
LMBR1	-0.48424384491054195
TMED7	-0.08036002145778191
TBC1D9	0.4970293778262021
ACSL4	0.15647177020788228
TMED2	-0.25918138738361524
ARPP19	-0.6777574941803407
MRPS30	-0.15242482224110832
MAPK1	1.810588780114977
MAPK6	0.5367837069380641
SACM1L	0.13390324636468218
TMEM30A	-0.3135492034052984
MAPK9	1.7082763069128792
REEP5	-0.06017012886935739
ARMT1	-1.3609360545671796
RBL2	0.28316755581348013
PAQR3	-0.9851516598267003
RDX	0.14318204133661075
SERINC3	-0.8549686111519045
COPS5	-1.680105824101986
CRNKL1	2.5434487439177422
DEGS1	-0.1964499264691362
YTHDC2	0.655123658168337
VPS26A	-0.5313484700555502
SPAST	-0.007029692192571095
ITFG1	-0.6482022331735896
MORF4L1	2.033320488948422
PRKACB	-1.4403757669018027
PGRMC1	-1.0689176532802105
DECR1	-0.7441889650150039
TMEM230	-1.3456590493719638
ARFGAP3	-1.207284037253446
CLPX	-0.5227576571168152
LRBA	0.39515705758213365
ACVR1	1.1418862736537696
CD59	-0.37908365783061393
CTDSP2	0.27290037199111516
NRIP1	-0.820012136961649
DERA	0.018376212136651283
CAND1	-0.5989727976539693
UBQLN2	-0.7322833564154196
BLZF1	-0.6381054582009529
HIGD1A	0.26430702732528655
GCLC	1.9713746671251935
NR3C2	1.7597896341977393
NR3C1	0.6297715716201349
SRI	-0.40533063968544436
CRYZ	-0.8736941248350414
GTF2H1	-1.212109692580604
USP12P1	-0.5625517381892584
TMX4	0.15711948234496126
AKR1B1	-0.9344291832379054
TMX1	-0.6837624064653328
DACH1	-0.7998232557609086
CDV3	1.432923313848427
COX7A2L	-0.9902543535307817
SEC22B	0.635868893026367
DAZAP2	-0.014388603676494638
ESR1	0.7793697385830141
TAB2	0.3996753805173882
CD164	-0.07751737442871826
RIOK3	-0.7874587092666324
TARBP1	-0.5392606951712059
ACTL6A	-1.1424132652639638
SDHB	2.5893081640725066
GDNF	-0.08702456444804689
SDHD	-0.07626911637123145
RNF10	-0.6008012486151513
DBN1	-1.2381515539984798
ACTG1	2.0848190644575784
BLOC1S2	-0.1654827998954976
COMMD2	-0.6987393199530407
CAPZB	-1.3633541407978256
ELAVL1	0.6616104842654499
RC3H2	1.8500436927335522
ARL13B	0.5947790192394068
GFM1	-0.02364413922717754
ITGAV	0.48856714007098007
SMAD5	-0.9899896873429033
AP3M1	-0.26419460062912775
SMAD2	-0.46346928095290085
MIB1	-0.8778989216923425
XIAP	0.8498352762626069
AMMECR1L	-0.14196108363391513
RBM12	-0.708035790876509
RIOK1	1.1107283864023543
CMTR2	-0.33479655431350086
MOB1B	-0.5997971562277712
EEA1	-0.7041355204489176
SELENOF	-0.6596483435055361
ITGB1	-0.4147065218222849
THUMPD1	-1.228920604678398
BMI1	-0.733883577458291
BRMS1L	-1.0291111309405496
THAP5	2.0684821213828593
FAR1	0.2288115353769025
WDR77	-0.9891040636035987
SLC12A2	0.1689075930299581
SH3BP4	-0.13045694171148367
SLC2A9	-0.4293054332584313
YTHDF3	1.5410218683226846
MED4	-1.235565562707899
VEZF1	-0.1459330875152292
CCDC6	-0.03964275097821279
