	z
ASB7	-0.1620941148245675
ASB4	0.2910651166189137
ASB5	-1.1534591609415603
ASB8	-0.7228322018866777
ASB9	-1.484593055127063
PIP4K2C	0.8758938250878
ZMPSTE24	-1.014835915548421
MRPL34	-0.9431035188900353
UBE2R2	-1.5271894655741356
IMPA1	-0.24968971838225062
RNF19B	3.849468766538508
RNF19A	-1.5608509797182881
RFX5	-0.6282721418737051
TRAIP	0.1718223898954535
UBA52	0.538779811250799
KAT7	-0.12999851905024193
EXOSC7	-1.3705267299944397
ADAR	-0.03794656178358264
STK24	-0.2579717738102285
GPR161	-0.2817781577686627
UBE2E1	-1.496395726718426
UBE2E3	-2.7320112805746644
UBE2E2	-1.7047500313251835
DLGAP3	-0.7652177666200004
JTB	-0.2311342195328098
TRIM9	-1.3651823218147663
FBXL20	-1.951817298298961
TRIM4	-1.6376840135047952
FBXW12	-2.2414684866971153
PI4KB	0.9955332147087491
RNPEP	-0.8851071501270467
ELOB	-2.9517923206901684
FBXW8	-2.0749377329104486
SKP2	-0.8810462584746843
ZBTB16	-0.5485959791762736
SKP1	-1.567600561980733
DEDD	1.4925537580940633
WDR26	-0.04673962004608952
FBXW9	-2.2818241536495543
FBXO21	-2.142090541795122
FBXO27	-2.0861508813229075
HNRNPAB	-1.1759011275027331
DDX19B	0.12547753103509932
FBXO28	-1.2010205077582974
FBXW4	2.6250217719379516
FBXW5	-1.5197601093611626
FBXW7	0.6270701139231039
KLHL11	-2.1214408465559185
KLHL12	-0.697701760654692
LRSAM1	-0.6322129083807579
SH3RF1	-0.6000804792918627
CSTB	-0.5813538095179327
GNB1	-4.053059708996781
UBE2D3	-1.2422841960479216
TRIM69	-2.0109653011380666
JOSD1	-0.27292839740492447
TRIM63	-1.6198213380091249
PIP5K1A	0.3818362764216669
KEAP1	-1.3224770593005064
ATP6V0C	-0.842005837481717
ERCC3	-1.5171961034222639
RNF34	-1.5179624099474538
TOR1A	-0.9872978713950197
TOR1B	-1.8149920430778332
RLIM	-0.9877512667921978
TMEM248	-1.318171354539097
MFSD5	-0.7459058822511224
PSME3	-0.9897613872696197
KBTBD13	-1.063272402292172
DDX23	-1.492217038998102
ERP44	-0.3794450158037036
ILF2	0.03564123179833452
ASB10	-1.926354432743798
UBE2J1	-1.1090782064626512
UBE2J2	-2.0296217746372087
WWP1	-0.5479317640917633
BTBD1	-1.5962612964698817
FBXO10	-2.1343982678412377
FBXO17	-1.8151795371884683
FBXO15	2.4174051339526774
ASB13	-1.7601418233070578
CAPRIN1	-1.61020930900665
PPP1R7	-1.9003846691295634
CERS2	1.2522980436323552
ASB17	-1.0523407693975795
EIF4ENIF1	0.5124612438812485
CUL5	-1.0196623085421932
CUL7	-0.9768693813983561
CUL1	-0.14289078968811555
CUL2	-0.0695229859691003
CUL3	-0.07518978485034576
TRIM27	-0.8721642478069461
TRIM21	-1.8978824655522686
IRF2BPL	1.8728504192699233
RNF138	-0.5188211057891511
TOR1AIP1	-1.0134503478648191
DZIP3	-0.9588460901517997
RBBP6	-0.7863121239287876
RNF182	-0.5162072668527798
RBX1	-1.9833436673947888
RNF217	-1.6663673253840918
RNF213	-1.878046897713023
SLBP	-1.4241144626327202
SMURF1	-1.4926855589184622
UBE2F-SCLY	-0.9131635984177237
SMURF2	-0.7045603153126415
CDC16	-0.9562023142788131
UBAP2L	-0.6211722426965831
RNF130	1.5461635762551484
B4GALT1	-1.5791199226945145
B4GALT3	-1.1392517367287758
PJA2	1.823567783338938
RIC8A	-1.8166832648030962
HERC1	0.6451497428076132
HERC3	-1.4355932463989503
HERC2	1.6769697416456155
HERC5	-2.437804804268352
HERC4	2.6896257047206813
HERC6	-1.2277901990529114
MRPL9	-1.6249866591813846
UBE2I	2.1905492159647855
UBE2H	-1.5369187006012637
UBE2K	-1.8515635302639626
UBE2M	-2.3519295578569843
UBE2O	-0.4338702793577528
UBE2N	-1.2780035771493772
UBE2A	-1.561826435762844
UBE2C	1.0393684092877866
UBE2B	-2.0735256201195065
UBE2F	-1.2952960792874404
UBA5	-0.9243486306714016
RBCK1	0.20578375620768682
UBE2S	-2.33656476029253
UBE2U	-0.4971653525020073
UBE2T	0.9442511811904383
UBE2W	0.07112486825649346
DPF2	-0.44539995705107327
UBA1	-0.1766754346648252
FBXO2	-1.8692055921067448
FBXO4	-2.047262730930725
FBXO6	-1.6752049185883726
FBXO7	-1.750972852463688
FBXO9	0.8371117030279259
HACE1	0.28826332926030157
SRPRB	-1.445280472606052
ASB11	-1.5634295485805723
FHL3	0.11464619188785119
FBXO44	-1.7607130971196348
FBXO41	-2.2875289530235614
FBXO40	-1.8279537196220292
NDUFA8	-1.4359166940403711
DET1	-1.4571689225894409
TP53	1.2737509014767414
MAEA	-0.14438049836931896
TRIM71	-1.1938896926743763
BIRC6	13.419764027011887
PEX19	2.087021489000317
MAP2K1	-0.8433211846266181
ADPGK	-1.2366702543630428
ANGEL2	-0.5206139829686037
RCHY1	0.3733865000411927
LYPD3	-0.43291564857624587
NSF	12.396913305139886
APEX1	1.3031259893896945
UBE2Z	-1.9553644868435787
MAD2L1BP	-0.34268371153998517
POGK	-0.8078823747095775
PPP1CA	-1.274035929821037
MYLIP	-0.5175764422747554
M6PR	-1.507624234237216
HECTD2	-1.783312926630331
HECTD3	-0.31206622570974635
ASB12	-1.5423543181323318
HECTD1	-0.07794231433509909
ASB14	-1.5481524104942956
ASB15	-1.008919678393343
ASB16	-1.944727512969015
UBE2QL1	-0.729119610128285
ASB18	-2.3456040568103225
DHX16	0.7521142145648376
AC022826.2	0.7482089364191384
STUB1	-1.2864972797411236
ANAPC11	-0.7319579160020048
ANAPC10	-2.035010487203566
ANAPC13	-1.2899374642803645
CSNK1D	0.7710704453565326
UBR4	-0.93714154223956
WSB1	-1.9091507522924425
SCAMP3	-2.1207345753456073
CHTOP	-1.3438716292887414
KLHL5	-0.3408930349826055
KLHL2	-1.7315934676675369
KLHL3	-2.189529356424503
UBR2	-0.8896293511888903
UBR1	0.10537738432703656
FBXO22	-1.9844669762791896
KLHL9	-2.0770829835056133
FBXL8	-1.8141648364972267
SOCS1	-0.6125231333806598
SOCS3	0.7875565127199031
FBXL3	-0.9299357543697906
FZR1	1.2742745997832556
FBXL5	-1.8610526391283453
FBXL4	0.008476245366478863
FBXL7	1.5866292748036226
SUPT4H1	-2.3043410290654682
TMEM189-UBE2V1	-0.48355069250293503
UBB	0.5399709385502934
UBC	0.7394078199914329
RNF6	1.951175509999735
RNF7	-0.6879401009194678
RNF4	0.8509777180553618
TRIM39	-0.8454809390576229
TRIM32	-0.9949830173713685
TRIM37	-0.46506867731103047
TRIM36	-1.331152479354251
UBE2L6	-2.3934219808947876
UBE2L3	-1.6256082266620273
KBTBD7	-0.21665151289148654
KBTBD6	-1.1359529623648053
UBE3B	-1.2728009432306597
UBE3C	-1.9909884720382072
UBE3A	-1.185638401690373
CCNF	-1.1865071797637727
UBE3D	-0.2559914422900498
KBTBD8	-2.0216830664990577
NGRN	-1.2226639401929373
HTR2C	-0.729471962028866
PCBP1	-0.7566905921321933
RNF220	-0.28475081662003365
ECPAS	-0.4005980824435857
ARPC5	-2.3358322019972086
TRIM41	0.08748159856017766
TAF7	0.4803140410764333
SLC25A44	-0.9683784225045666
CDC27	0.031156200146672617
CDC26	-1.509241460960306
CDC23	0.5965757288247246
CDC20	0.07506043565997586
KLHL42	-2.5302226976785978
KLHL41	-2.151440906423341
HECW2	-1.8929919145841367
RNF126	1.1460979641628364
BTBD6	-2.259723313327627
RNF123	-0.7694801622568785
DTX3L	-2.39739199368515
COP1	0.8245818365785563
NEDD4	-1.7533330058327226
PFDN2	-1.1090860382304215
SIAH1	-0.39963035874624875
SIAH2	-0.10572089997425985
TCEAL1	-0.9206380726375893
RNF144B	-1.5368999298393793
PSMB4	-1.0112309444197738
KCTD6	-1.3881277475231464
HAX1	-1.6169997407010428
VHL	-0.034142303907919634
UBOX5	-0.37060545728047667
LTN1	-1.0979973008359294
UBE2G2	0.06167902214922067
UBE2G1	1.3801121975074262
PJA1	2.0701761622178667
UFL1	-0.1529330728754907
RFXANK	-0.40032564719052294
RRAGA	-1.5973032131686802
TRAF7	-1.8744199220441407
USP11	-0.9385709373759099
C1QTNF2	-0.629945541254811
NEDD4L	1.141703032829848
SCFD1	-1.214934893374207
RNF11	1.1064866256773016
UBL3	-0.5210403553993196
HSPA4	20.182126165288572
SUMO1	0.7465799997870265
HSPA9	-0.8830992473845231
SEC23IP	-1.4682157614358657
ANKIB1	0.5872033226600553
COMMD8	-1.761221803203839
C6orf120	-0.8000516796708846
CDC73	1.5083170273082733
PIK3CA	0.36056053693395457
RMND5A	0.36125417871387305
PRKAG1	-1.2956043152463315
FAM114A2	-0.6228939229234336
ABCD3	-0.15672616812596446
HBS1L	1.7436324745123009
RAB9A	0.8413430815257963
WRB	-1.6134501958805003
NIPSNAP2	-0.17092011456414025
SP3	21.503858645117784
AP5M1	-0.6347955488189824
TMEM9B	-1.085094622958828
DHX29	-0.10142499439141452
TMEM184C	-0.26913328276659193
GPI	2.0692113015172287
SNAP23	-0.39193556318654965
PTER	0.9337781257913295
ARHGAP12	-1.358951356277624
TCF12	2.5549212631363827
CTCF	2.8746542337706518
ATP6V1D	-1.8084013496514673
RPS6KC1	0.507687688227541
ATP6V1A	-1.4381919331223794
ALDH3A2	-0.023233904290739238
PUM2	0.06996235789563891
ISCA1	-1.2438267138838761
SPTSSA	-0.9681709236944785
ARNTL	0.29224063556869645
RWDD2A	0.635014569809189
BUB3	-0.9178165770583009
XPO7	-0.5015286004816913
RWDD2B	-0.8761540008759049
APOO	-2.070462611242396
CETN3	-0.14154781065779945
CTNNB1	10.42990331226415
JAK2	-0.024057340933964
TMED10	-1.461351202865684
KIF1BP	-2.2394292650242216
TSPYL1	-0.843467630304279
ZNF226	-1.967795875366128
CHUK	1.7939656750812571
INSIG2	0.38928426629494
CSGALNACT2	-0.3795118616709726
SLC39A6	-0.1738722956919205
PREPL	-0.8289755267731524
RPS6KA3	0.110997358748671
CSNK1A1	-0.08735029474691476
C5orf15	-0.2676699056331551
GFM2	-1.3936951500822101
ATAD1	1.0112482304132573
SLC35B3	0.13483301465492128
TTC37	-0.31279338960000624
MINDY3	-1.5455804933037187
MINDY2	-1.2659755712342518
EMC2	-0.676181290058598
MINPP1	0.09904445355804642
FBXO38	0.3294326784055152
ECHDC1	0.8015287118075588
SOAT1	1.3809148411918
SMAD4	1.6799210643842453
RAP1B	1.2769927980421256
RAP1A	1.25684854211819
AP1AR	-0.6603882202509146
DCTN4	-1.4360723695106972
LRIF1	0.5458739481882763
NCOA4	-0.7054099194472598
CCNDBP1	-0.16207319860525962
CRYZL1	-0.9338485704400484
ALAS1	0.7355502396251357
CRBN	-0.21334931947719493
TM9SF3	0.3271585508203385
TM9SF2	-0.07948430981807295
TOGARAM1	-0.6059761237452576
AUH	-1.7138754965009357
TMEM59	-1.0859026318927794
CIAO2A	-0.6192569230872724
TCEA1P2	0.5225153356585028
PRKAR1A	-0.8074933391771408
SAR1B	-2.1286768701084853
SCAF8	0.5294254413373372
CAPZA2	-0.7332369170492664
PEX7	-0.3715253095517484
PRRC1	-0.03191660737372919
SUCLA2	-0.2736235374871412
ATP6V1E1	-1.439848145771219
TBCA	0.08114681131340638
MORC3	1.653733428765667
ACTR10	-1.6130573859408068
CPEB4	2.336653024083618
TMEM251	-1.3285128534150157
CAT	-1.2771801165757175
EI24	-1.1157546170284744
RAB2A	-1.6638292460623703
C10orf88	-0.02014155749429911
EPS8	-0.38385019119728686
EPS15	0.31440628019485983
TOB1	3.215495668510736
PRMT2	0.1479648043739552
CLIP1	0.23060870657359164
HNF1A	1.8811360244800739
ETNK1	2.591872594572588
ATP6V1B2	-1.427884575632983
CDC37L1	-1.8366625242620527
ARIH1	-0.15812047344717686
CD46	-1.61800233906656
HIKESHI	-0.8106482861828769
FPGT	-0.10359667641590165
LPIN2	0.6538247438198442
CGRRF1	0.49752501722294473
RAB21	-1.1017357129328924
LACTB2	-1.0641530865811215
DMXL1	-0.9704307173841834
NCK1	-1.264562133497214
EXOC5	-0.8108820818695222
MBD4	0.21785408669367287
PPP3CB	2.670015773287514
SPG11	0.5657810428448863
BZW1	-1.3130584319964285
MPC2	-1.1148083985127872
MARCH5	-0.2575251740252525
MARCH7	2.688411652871889
RCBTB1	-1.2993508356449008
SLC25A12	-0.7426664776024715
ADSS	-0.6619148045505638
B3GNT2	-0.6051367859329829
NFE2L2	0.7507715043961618
DYNLT3	-1.3570185706859728
TTC5	-0.9174194831706135
RARS	-0.9551890277254372
GMCL1	-0.9164350952690005
ZNF263	0.696731748748656
MTMR6	-0.6841376268921271
TSNAX	-0.8918215636665335
UTP14C	-0.34645366970502023
SEC24A	0.2724476599729542
TERF2IP	0.663836266876903
SIGLEC10	-0.12427476441935434
SIGLEC11	-1.0762114750355085
SH3BGRL	-0.18438486492945236
HTATIP2	0.3220388762561561
SYPL1	-0.2923765798817426
OSBPL11	-0.2395180442168345
SCARB2	-1.5493233393087038
MRPL42	-0.17894284714691883
RNF103	1.4426272151478141
APC	-0.29852207674689546
UQCRFS1	-1.4535417392134753
YIPF5	-0.07716559682825316
YIPF6	-0.19557082128591766
SNX2	10.23350631974282
SNX1	-0.2790496566205768
ARFIP1	0.3976659004454763
COPS2	-1.1379830448459356
SERINC1	-0.3496664740272103
COPS4	0.4469367934082162
ALG5	-1.6540479017875949
MED7	-0.38738473139384483
BLCAP	0.2674741933896218
SUB1	-0.14582811280271887
RAB11A	2.120896098463558
DERL1	-1.1939630098960967
C11orf58	0.03366131734035579
MAP1LC3B	1.0473154812790988
OGA	0.0114467233710495
TCF7L2	1.471850877708
TCF7L1	1.8696745335133822
DLD	0.246831267247683
DNAJB9	-0.5584798093631113
C12orf29	0.41946233403534045
RFK	0.7408611077957488
HAT1	-0.29484138015120004
C18orf32	0.31720527005472005
KDM3B	-0.014254803775978086
RALB	-0.21156462836286774
MMUT	-1.0527500604278874
TMEM126B	-0.7664665894031578
CCDC47	-0.8613779380187434
ZNF236	1.4606305384640395
AIDA	3.2746763294590355
STXBP3	1.3719958116727136
PRKAR2B	-1.122426683950225
AL136295.5	-0.1993434069551214
FECH	0.9096421956642613
BET1	-1.0998715020153238
TMEM14B	-0.28525313245106837
TMEM14A	-1.8965519147801189
PSEN2	-0.39316730098959046
PSEN1	6.6473499167843135
DNAJB6	2.6035672707394384
ETF1	-1.5083220153099668
NDFIP1	-1.760840123295126
CHPT1	0.4004096445678161
TRAPPC11	-0.3496343477013691
TRAPPC13	0.21606564394838648
RAB14	-0.3110745414836005
THAP1	0.7280244696170608
HNRNPA1	13.323398192968497
RAB6A	1.9792490820199267
RTCA	0.27971474439244304
ACOX1	0.8374577842360695
STX7	-1.4423615194624466
SHOC2	0.4400495287207099
SGPP1	-0.609062295969448
RNF141	-1.5350151331705224
ATP6V1G1	0.5699702745239108
TBCEL	0.4501387802020412
GRSF1	-1.302271127750928
CAB39	1.5167886512948137
PRKN	-1.2074511536026598
NFYB	-0.6998629992303866
MEGF9	-0.8518117763297417
RNF38	2.563713189332598
SMARCA2	0.026792691843146494
RNF31	-0.9746850742826446
IMPACT	-0.32439028064853076
NPTN	-2.0591768986034116
GABARAPL2	0.22225339340902625
DDHD2	-1.3810786302362072
MTX2	-0.6592850398354021
FEM1B	1.745828809043976
ARL6IP5	-2.102830774337453
PCMTD2	-1.257997842984141
COPA	-1.487953614356717
MAT2B	1.628175012605586
MFSD1	-1.132744881443657
MOGAT2	-1.6923109781551258
GLRX	-1.317803932307631
VTN	-0.6001055918161392
CTNNA1	-0.2619483092103087
VAMP3	-1.5174540938046621
VAMP4	-0.8800146013968115
VAMP7	-1.314324627973255
WDR47	-0.9938172346879631
ROCK1	-0.7644548321862318
CUL4A	-0.9445434159439391
DCAF6	-1.4646743671198332
WBP4	-0.9602081835591331
PCCB	-1.2782769286921252
NDUFB5	-0.4522070433949713
FAM3C	-0.23665995246800708
NARS	-0.5329163092871768
SLC30A5	1.0356149331454927
TOPORS	-0.6493530238762167
TENT5A	-0.6796232587049088
CUL9	-1.2227988354574724
CLINT1	-0.5024999726123515
PPP3R1	1.287396912919984
KLHDC10	-0.4685036042487227
SEC62	-1.1126315438848544
ANKRD46	-1.4899075255035596
ZNF200	0.19662894073566684
CLCN3	-0.9503905692433765
IDH1	-0.6726789634018818
SH3GLB1	-0.37487957627448565
TRIM23	-0.44791925972483954
USP21	-0.7023383320279719
GHITM	-1.7646134422997388
PTPN11	-0.7830647289794623
JKAMP	-1.4113601703871694
PGGT1B	1.8795867421389183
CCDC28A	-0.8767050173807278
KIN	0.3204514667608127
KPNA1	0.21252462801182012
COPB1	-1.2288949819060202
RNF216	0.9695203512445271
MED21	1.2699755560637855
KAT2B	1.3634350283894021
IARS2	-1.5552224072659409
PPM1B	0.10678546080130984
PPM1A	-0.2526836083331613
CLDND1	2.115633072701833
VPS37A	3.0082229518238677
PNPLA7	-0.582070812190926
ARMC1	-0.1842131215607419
UNC50	-2.3963882248865636
GSPT2	0.816458134907972
GSPT1	-0.31048256039644784
BECN1	-1.2156884900419933
RNF144A	-0.07451117824604185
MAN2A1	0.5854724961455521
UBA6	0.8066439223694629
UBA7	-2.4205955358711098
ATG12	8.793527394481487
UBA3	1.1533569376764785
RWDD3	1.7435088152677418
MRPS27	-0.17668781442561277
UEVLD	-1.3930613227670774
VPS26C	-1.7690598888205966
PHF7	-0.4257213878424828
BAG2	0.1080814702960799
FBXO3	-0.29817364926421613
RHOT1	-1.0165539178571015
FBXO8	-0.7836492045105768
BCAS2	-0.7201448893887379
CAPN7	-1.4897535507819193
OPTN	-1.4343331038001823
SNX13	1.227375879313365
SEC23A	-0.4545261293347837
ADIPOR1	-0.15978618586995225
SNX19	-0.4684994968859032
ERC2	-0.11725486487246034
BNIP2	-0.5837591687249558
DPM1	-0.3862833490452913
NDUFA6	-0.046402615912469414
NDUFA5	-0.70078924408392
FBXO43	-1.038128498747372
PRDX3	-1.4540200477889864
RABIF	-0.5637198703664594
RWDD4	-1.1990260979900598
GALC	-0.4890508693835248
ATXN10	-0.5699347836849011
ESR2	0.8910721672694847
EFCAB14	-0.051347892538811564
NRBF2	-0.10825486602265713
GOLT1B	0.3105242714807346
MRPS35	-0.37392430052983827
ISOC1	-0.5499021632635201
RWDD1	0.3507896036172335
EIF2AK4	-0.4956113182629143
HIBCH	-1.0803982607628209
DTD1	3.2224755984199582
NECAP1	-2.0209236529097834
BPGM	0.8099427289999152
UFM1	-0.5296402250105389
BIRC2	0.6098044418696225
MOSPD1	0.2578205214802992
MDH1	-0.982963167386859
MAP2K4	-0.2782552427354785
PEX13	0.7979423105171701
LPGAT1	-0.48809475515574124
MICU2	-1.2273327417232827
RNF170	-0.2838740472676218
ECT2	-0.5942739742045654
STAM2	1.9870645095336497
SCAMP1	0.12650912491652325
TMEM192	-0.9292108062391006
SYNJ1	-0.48081149772051796
GLT8D1	0.1448869446235376
ATP5MC3	-1.2696775136629983
CNIH1	0.18475404814828505
ANXA4	-1.1305171417228645
ANXA7	-0.1843337871881876
NUMB	0.6831856878275077
HLTF	0.2683290769551157
TAGLN	0.2567543374520092
PPP1CB	-0.9247035227954653
RNFT1	1.5810114249752798
C1D	0.6108962489023138
HADHB	-0.24222941677382992
NDUFS4	-0.27732555567445755
PICALM	0.32781308951339294
TM2D1	-0.07427402042880096
TMOD3	-1.344889947729744
WASHC5	-1.0075334651419994
LYPLA1	-1.008740504029567
SEC24B	-0.34453924868334096
SRP9	-1.439828478463548
OAT	0.919548460715095
KIFAP3	-1.5589366722927134
LEF1	2.1418407165740163
CANX	-1.4064392290499794
NDUFAB1	-0.7122358880467766
ZNF140	-0.9215145961373868
MRPL3	-0.7035654926967768
MMADHC	-1.0967346143555599
LIG4	-0.27583463980247747
GOLGA7	-0.7173330829500768
NNT	-0.7429727795508851
SOD1	-0.6790068252095482
SEC63	-0.6217180829851925
SARAF	0.009198847048393733
GARS	2.2316380093513373
TRMT1L	-0.9549582868659159
TDP2	-0.578867987053392
SCOC	-0.48893274907821327
ACYP2	-1.4501525616894646
PPP2CA	0.4588841522802348
ACSL3	-0.5954169063963198
WDR59	-0.0857423537659735
ASF1A	-1.127654011525909
RNF8	-1.0046191738377626
CCNH	-0.09919318156642386
ZNF217	0.963964987404187
VDR	-0.45697974395374186
METAP1	0.29664087152006946
TRAK2	0.6301782430883148
PCMT1	-1.2532035521197396
SLC25A32	-1.334497291791003
PNMA1	-1.0072000370448204
NMD3	-0.03417374822822346
FAM177A1	2.215536684109304
DCTN6	-1.8586060312871084
CMAS	0.6460914415549833
LANCL1	-1.102738976478056
SLC35A1	-1.034881488284611
SLC35A3	-1.207959506965005
UBXN4	1.8705280011149625
PRELID3B	-0.48610061689146045
ORC4	-0.11891132501251887
C5orf22	-1.1656895598260677
TTC1	-0.8907608149176205
RCN2	0.21041109673319153
DCUN1D1	-0.841084146436315
SLC26A2	-1.4228850755301123
DYNC1LI1	-1.6996401060376385
POLR2B	-1.2152128718863344
TRIP4	0.26380594864471435
POLR2K	-0.6754811062408432
STRN3	0.5489107307352912
HADH	-1.6515547812899214
SLC25A46	0.06255129883860998
TNFAIP3	-0.8077753793601988
FAM8A1	-1.8812428947297577
AP3B1	0.8608447453939069
RBM22	-0.44487726241513825
SNCA	0.0613985527405682
ACTR6	0.5659612058496417
STAMBP	-1.3421234176781973
APOOL	-1.4056471438785703
SDCBP	0.7175500086652392
ATP5PF	-1.3089818924381453
CCNG2	-1.594698670398273
ATP5PO	-0.8651623005478809
PCDHB11	-1.3998727138820417
NCOR1	0.5254682983786321
LMBR1	-0.7231989153390208
TMED7	-0.9112842153361556
TBC1D9	-1.161827939791839
ACSL4	-0.21093814227925287
TMED2	-1.4602901030445699
ARPP19	-2.354954053381773
MRPS30	-0.28351635936508157
MAPK1	-0.3950053721931161
MAPK6	0.7264130956904308
SACM1L	-1.051178093701781
TMEM30A	-1.3023446434982944
MAPK9	-0.4094440393037864
REEP5	-0.6160323998962028
ARMT1	-1.0783822731084232
RBL2	1.0899677457377817
PAQR3	-0.25659172991164136
RDX	0.9156545442045111
SERINC3	-0.31081005718172733
COPS5	-0.09646203913240511
CRNKL1	-1.4980238896181093
DEGS1	1.6178229641354442
YTHDC2	-0.03507631603312991
VPS26A	-0.8892187770199551
SPAST	0.8721636037549708
ITFG1	-1.160815977387404
MORF4L1	0.6392087700036684
PRKACB	-3.4636900731786335
PGRMC1	0.5858114297423933
DECR1	-0.5712406796216136
TMEM230	-0.6305862683856539
ARFGAP3	0.5143175503044245
CLPX	0.057760204706358315
LRBA	-0.9619192167511581
ACVR1	-0.6213009706801479
CD59	-1.6923691202536346
CTDSP2	-1.2094778411405478
NRIP1	0.969778515338867
DERA	-0.43330651246852375
CAND1	-0.37887515475319944
UBQLN2	-1.1569290200323192
BLZF1	-0.3686936313735717
HIGD1A	-1.4394433291276747
GCLC	-1.78542119882286
NR3C2	1.0051727062342481
NR3C1	0.9053375310637757
SRI	0.6966454411123227
CRYZ	-0.6444648750975613
GTF2H1	-0.7880721014427722
USP12P1	-1.21924087149441
TMX4	-1.2269286789033755
AKR1B1	0.5404396527758897
TMX1	-0.6673049260295195
DACH1	1.7518460347495601
CDV3	-0.7705108717255758
COX7A2L	0.39745824461774487
SEC22B	-0.6748144130084315
DAZAP2	2.9295585478777495
ESR1	0.7785516704007617
TAB2	-0.9223779831889193
CD164	-0.24927874466260325
RIOK3	0.32903387959508207
TARBP1	0.3120029425092303
ACTL6A	0.5009518101376029
SDHB	-1.072304467535415
GDNF	0.7614449733142867
SDHD	-2.7802882846837043
RNF10	0.7230405583426587
DBN1	-1.2452813516079928
ACTG1	0.22177532703528638
BLOC1S2	-0.4494751619499636
COMMD2	-1.141080470370988
CAPZB	0.03685838414145388
ELAVL1	-0.21127463303470187
RC3H2	1.236198260677524
ARL13B	0.33109211806839606
GFM1	-1.7560076222477423
ITGAV	-0.7941964296927374
SMAD5	1.6734146791264484
AP3M1	-0.5737954121365503
SMAD2	0.08925050298585989
MIB1	0.06621787076730505
XIAP	-0.6598071736018999
AMMECR1L	-0.04625377014825621
RBM12	-1.0388468694946547
RIOK1	2.3203154769086716
CMTR2	0.2208143292343571
MOB1B	-0.651014813900196
EEA1	0.6300199571796611
SELENOF	-0.2902601626381347
ITGB1	-0.6843068973152403
THUMPD1	-0.6419444894483797
BMI1	-0.3202508300217366
BRMS1L	-1.3345512975778135
THAP5	-0.1430378423096215
FAR1	1.3694645462276809
WDR77	-0.4115858653404122
SLC12A2	-1.1224735833582762
SH3BP4	-0.0021085427863760417
SLC2A9	-0.8434568346087978
YTHDF3	3.318535938104781
MED4	0.08942760222846755
VEZF1	0.2767450782605413
CCDC6	1.3265670902084234
