gene	NPS_r	NPS_h	NPS_hr
ABHD17A	-0.0501735060629084	15.571682797990682	-0.781285921274672
ABHD17B	0.1119534223564302	1.2423205362146534	0.13908203569290595
ABHD17C	0.330437489768755	8.354933267232994	2.760783176009933
ABHD18	-0.3139000814407384	-0.4816428461675503	0.1511877286373431
ABHD2	-0.845993226534377	1.477072342896354	-1.2495931971915781
ABHD3	-0.2254087665158911	-0.4552166770588699	0.10260982967330261
ABHD4	1.3739787456863712	1.1990200371296271	1.6474280466681914
ABHD5	1.6104075334973873	0.05820404067826643	0.09373222558826863
ABHD6	0.58048459523992	0.9961648475737775	0.5782583483361009
ABHD8	0.3033362920525612	1.338808325486172	0.40610915322207386
ABI1	0.3715603857919652	-0.3359488273462379	-0.12482527589512646
ABI2	-0.0881257216829594	1.4482340443532058	-0.1276266703244573
ABI3	0.3997210271367843	0.8834395031073292	0.353129345595272
ABI3BP	2.045179734579383	-0.8459919433423723	-1.7302055781412495
ABITRAM	0.0059639351298409	-0.5666380439470584	-0.0033793925362001933
ABL1	1.640585348286662	2.515912131876376	4.127568581133043
ABL2	0.6576031986199463	0.626297689508303	0.41185536390894206
ABLIM1	1.8476895745120785	1.157221700386098	2.1381864712025336
ABLIM2	1.1726626400238516	1.0046798495079172	1.1781505247027202
ABLIM3	0.2718313669389103	0.15237119528607435	0.04141927029672923
ABO	-0.4053297804499653	-0.5783997052237494	0.234442625530667
ABR	11.153885209351312	1.069449369901341	11.928515509092648
ABRA	-0.1752872465074501	-0.013647151604950974	0.0023921716275015848
ABRACL	0.1793781486042155	0.8971669486665322	0.1609321462406958
ABRAXAS1	-0.1726130778049531	0.34593457774788866	-0.059712832184219904
ABRAXAS2	-0.5766846264583884	-0.6253788500902281	0.36064636855925963
ABT1	0.1059755724478664	0.5923825640070131	0.06277808132877807
ABTB1	-0.2288449657719596	1.0744307580092984	-0.2458780700409785
ABTB2	0.6474598346721678	-0.09039148256703793	-0.05852485435862652
AC002310.5	1.758738403260678	1.714921451016352	3.016098214477984
AC002996.1	-0.6516651466924677	-0.5704451455209185	0.37173921943589544
AC003002.1	0.0404819098239449	0.061869395872244326	0.0025045913045621438
AC003688.1	-0.1775434974404407	1.9447286820646617	-0.3452739317864989
AC004080.3	-0.6943018998453385	3.417262891976604	-2.372612118170332
AC004223.3	1.8257984567607648	1.882183947984329	3.4364885475696716
AC004691.2	1.6782169305600958	1.0097923706447083	1.694650652766365
AC004754.1	-0.2383443024499288	0.34480455002169197	-0.08218219995648175
AC004832.3	-0.5266565276495	-0.4229204958546892	0.22273383981863537
AC004997.1	-0.3848044832685026	3.4236995072004683	-1.3174549197349033
AC005324.3	2.544386411314965	2.0380648116167848	5.185624412056941
AC005324.4	0.7430189712722749	1.022690420751636	0.7598783843568906
AC005520.1	-0.7376373521501977	-0.504268428146401	0.3719672281108535
AC005670.2	0.2122129461296268	2.419105424868034	0.513365489209408
AC005833.1	-0.4342475444595915	1.424891921643146	-0.6187558180938448
AC005837.2	-0.5812883847682787	0.17147173530636395	-0.09967452804965013
AC006486.1	1.3109226596726276	2.158215559621463	2.8292536815658167
AC006538.2	-0.6175525605887899	3.0578612546479613	-1.8883900477330984
AC007192.1	1.6959553881629867	2.671331948127907	4.530459810999452
AC008575.1	-0.0850498179766631	0.35589286066891923	-0.030268623019085502
AC008764.1	-0.1373136476604919	-0.32549625211644345	0.04469507767792796
AC008770.3	-0.5960043815053574	-0.34215718011282215	0.20392717851075973
AC008982.1	-0.0079975153284039	-0.29508396688443705	0.002359938548324514
AC010132.3	-0.5600958686519676	-0.7953811102625433	0.4454896738618656
AC010422.3	4.073617164232817	0.607872338180711	2.4762391904752796
AC010422.6	-0.6518047895119307	3.818260699033921	-2.488760611235482
AC010542.3	-0.7577163708181205	-0.4213494390345631	0.3192633677915201
AC011448.1	-0.0918658900625462	0.9218781836552306	-0.08468915987073118
AC011455.3	3.1353131316959257	1.1533160466494685	3.6160069460557094
AC011462.1	-0.8156715858895107	-0.5774320892476998	0.47099494798016484
AC011473.4	-1.2650695031424417	0.1385880500123583	-0.17532351557061399
AC011479.1	0.7307512793151154	0.31960737301790604	0.23355349671137812
AC011604.2	-0.6389591374574644	0.5553166680105046	-0.35482465920774514
AC012184.2	-1.011393520715353	0.9155096784244214	-0.9259405569106562
AC012254.2	-0.5168104792948408	-0.5852304894985907	0.30245324977572097
AC012309.1	-0.8682062802310533	-0.9706670769112972	0.842739252187907
AC013269.1	-0.3488690617690918	0.009255460544931149	-0.003228943836550977
AC018523.2	0.6975822999708466	-0.4719837870078377	-0.32924753568987764
AC018755.2	-0.9560890656639764	-0.12645668682199146	0.1209038555505999
AC020909.1	-0.4854708094081073	-0.3026820079849254	0.1469432794097129
AC020915.1	-0.0132310632933808	1.8968503807423396	-0.025097347445675364
AC022335.1	-0.6081658427043382	0.09031125216720193	-0.054924218779950344
AC022826.2	-0.676608876114637	-0.7816021094538164	0.5288389248463762
AC023055.1	-0.2922566888016916	0.3014079891555775	-0.08808850088898525
AC023509.3	-0.4418003687334568	2.1594795003046485	-0.9540588395069347
AC026464.1	-0.3994913569088996	-0.23292637360887034	0.09305207305287691
AC026464.3	-0.3945445918364373	-0.1928805808279347	0.07609999003593244
AC026464.4	-0.3398766896855891	-0.02928704060086685	0.009953982410110071
AC026786.1	-0.9683977467447497	-0.4529076366810817	0.43859473484544925
AC034102.2	-0.6078830592946088	1.6254871682581116	-0.9881061126848715
AC037459.1	-0.6171182638428587	-0.37354312974978465	0.2305202877016148
AC040162.1	-0.4735355917172384	0.17852886020958914	-0.08453976945795193
AC048338.1	0.2073590825405062	0.1623239014525651	0.03365933527959944
AC067968.1	1.855962939650256	-0.3241066838096847	-0.6015299936437185
AC068234.1	-0.7253057973728246	0.25069648416064977	-0.18183161334270379
AC068533.4	-0.1928673478641228	2.4202943625328777	-0.46679575475220386
AC068775.1	-0.3131967859321873	0.5606998869733668	-0.17560940247259918
AC068775.2	-1.1024658915037626	-0.9582782709107184	1.0564691082482693
AC068896.1	3.451456271112212	0.5614961524150424	1.9379794164582764
AC073610.2	0.3191058205575992	1.80083514407346	0.5746569763385238
AC078927.1	-0.762971310537622	0.8934678976030401	-0.6816903727574855
AC090527.2	-0.5292427610251563	0.6306243905492344	-0.3337533936240833
AC091167.3	-0.5784126741507671	0.7615037556369	-0.44046342367379165
AC092143.1	-0.6844925806021134	1.5852792417671515	-1.0851118791721592
AC092647.5	-0.3946045499233779	-0.5939984526998165	0.23439449208279398
AC093155.3	3.213159919969549	1.9753917814851771	6.347249698505417
AC093525.2	0.4714498567963245	0.9660104094686323	0.45542546920774546
AC099329.3	-0.7215074915060137	-0.0586135155767611	0.042290090592137564
AC099811.2	-0.574657297054252	-0.031328203031193026	0.01800298047547221
AC099850.2	-0.2102362398952104	0.27294853564561533	-0.05738367381903797
AC100868.1	-0.5943284325871641	-0.31672305597141925	0.18823751741971023
AC104831.1	-0.0280819959144284	-0.301303756528496	0.008461210859835155
AC105001.2	2.59156151125075	3.5240630964088413	9.132826283872294
AC108488.2	-0.4388901061570319	3.843337926597952	-1.686802990601922
AC110275.1	-0.6517068627140986	0.6495771706338745	-0.4233338999645031
AC113554.2	-0.3932533970046794	0.6479837331732068	-0.2548218042741373
AC129492.3	0.4181164874780405	0.08631747647089286	0.03609076006997813
AC135050.2	0.6723482600372039	-0.3629672792796019	-0.2440404186740782
AC135068.1	2.370035744310663	-0.3841312729868863	-0.9104048474864775
AC135178.2	2.220700104536604	1.8647005719991068	4.140940755167882
AC138696.1	1.6374489409946489	0.7629045840605271	1.2492173032498732
AC138811.2	5.614595746336639	1.6974796509511116	9.530662027723114
AC138894.1	1.577739530297044	1.0710015471528143	1.6897614779522887
AC138969.1	-0.5299877512906599	0.8285101763959961	-0.43910024530954195
AC139530.2	0.1975503747370978	0.5190951349218862	0.10254743842802296
AC245033.1	-0.4022111242169076	0.0164911371481732	-0.006632918811981949
ACAA1	3.662643154654112	0.03189540003184275	0.11682146859158338
ACAA2	-0.923048988933318	-1.0119814415485535	0.9341084464406739
ACACA	-0.0776459179084987	0.055780872441474574	-0.004331157042455173
ACACB	-0.5246678556227452	-0.08659913234861714	0.04543578106813927
ACAD10	-0.887682278715157	-0.6360682831431139	0.5646265429989171
ACAD11	-0.2080608603706576	-0.16942661840241946	0.035251047994498484
ACAD8	1.5483334409191611	0.03703189936825235	0.05733772817261827
ACAD9	0.0478772586831649	-0.6095188349872979	-0.02918209093494816
ACADL	1.1008120718811265	-0.747004089647537	-0.82231111962858
ACADM	-1.46526342216969	-1.5003632963045304	2.198427458040973
ACADS	-0.1336784334294336	0.08433739416549463	-0.011274090731563977
ACADSB	-0.4045818945027961	-0.6436708242493728	0.26041756151098755
ACADVL	0.2440523920769015	1.4737784458097727	0.35967915509125314
ACAN	0.360319468655068	2.918935023457892	1.051749116691016
ACAP1	-0.0905139049218281	0.7572596205911566	-0.06854252529932757
ACAP2	0.2449774919219127	-0.12927011555430584	-0.03166826868894968
ACAP3	-0.9179787331032976	1.8113714842224222	-1.662800500265939
ACAT1	-0.5745503500377501	-1.1648738822633258	0.6692786968042268
ACBD3	0.2509404408454508	-0.48238119850561295	-0.12104895060855543
ACBD4	-0.8222424904951653	1.5629978516882046	-1.2851632462107023
ACBD5	1.36330007617671	0.38167110053265085	0.5203322404306117
ACBD6	-0.1353638199205794	-0.5893972417556788	0.07978306209470189
ACBD7	-0.6005243791553505	1.000861645815847	-0.6010418184739639
ACCS	0.1472019672627464	-0.24244345695315608	-0.03568815381348555
ACCSL	-0.7993884014562879	0.0754762645401823	-0.06033485045866824
ACD	-0.6575805416708522	1.1209449179864288	-0.7371115663527049
ACE	2.7308978860740334	-0.36999470293109393	-1.0104177520931144
ACE2	1.778449137861389	0.5111135154491148	0.9089893908997818
ACER1	-0.8366032806504621	0.11487255961569348	-0.09610276023120495
ACER2	-0.6545586602937319	1.5231854857859743	-0.9970142509549246
ACER3	-1.020762957658004	-0.5250870132529077	0.5359893726758457
ACHE	-0.2157370059446691	3.817232116668362	-0.8235182278458641
ACIN1	0.2362092082263383	2.17371383291439	0.5134512233833471
ACKR1	1.15347750748347	-0.353802596931314	-0.40810333764951084
ACKR2	-0.3516821914737613	-0.9410681551578429	0.3309569111320798
ACKR3	1.1894836640272166	-0.9942096520571768	-1.1825961397401947
ACKR4	-0.2604306931017521	-0.6504830033893301	0.16940573942359258
ACLY	-1.3841250559881042	-0.7432033537280439	1.0286863835893756
ACMSD	-1.158907711278608	-0.42289964697003835	0.4901016619705784
ACO1	-2.0027408885446145	0.5470349958894509	-1.0955693537326385
ACO2	-1.4881295668654055	2.963531368063796	-4.410118651148819
ACOD1	-0.1455779606079932	1.5136153203823677	-0.22034903148627932
ACOT1	-0.6757121459709415	0.3965980622856501	-0.26798612775495373
ACOT11	0.2304252056580475	0.5827445365509472	0.1342790296808556
ACOT12	-0.5435930356283268	-0.6246745001296927	0.33956870780510734
ACOT13	0.4887136989729728	0.006355511908058525	0.003106025733454058
ACOT2	0.5206995131152015	-0.729425720906424	-0.3798116177296798
ACOT4	-0.6250670513456247	0.11183692445116963	-0.069905576598256
ACOT6	-0.6803646923427326	1.2034872159316827	-0.8188102094057711
ACOT7	0.3242577377566302	0.35864368247577044	0.11629298914030052
ACOT8	0.6642952479270672	0.12126742899745996	0.08055737681134569
ACOT9	-0.5664164082497222	-1.0437586222554622	0.5912020098976174
ACOX1	-0.4299541793890232	-0.9361243724310888	0.4024905863546731
ACOX2	-0.1450554872803666	-0.9203690306587582	0.13350457821996484
ACOX3	-0.3523457346559625	-0.6328760495602127	0.22299117662845647
ACOXL	0.9763224192295664	-0.28858843786957855	-0.2817553618225084
ACP2	0.634795973220706	3.8140470707980905	2.421141722216857
ACP4	-0.543989058413926	0.5977983143525673	-0.3251957421460852
ACP5	-1.8764136105788385	0.6186983193492637	-1.160933947269211
ACP6	0.3129080489378717	1.9954119924318743	0.6243804733790891
ACP7	0.1354409788137731	2.1085845029846464	0.2855887489957938
ACPP	0.4783818737666176	0.4796304892194252	0.22944653214838812
ACR	-0.3370108802454775	0.4315908179049229	-0.14545080144800365
ACRBP	-0.6263646801436649	-1.0157179023448408	0.6362098190184204
ACRV1	-0.2087556020923958	-0.3959386347690062	0.08265440809284509
ACSBG1	1.186215516983811	2.006577900140743	2.380233841183741
ACSBG2	-0.5817901289704638	0.4809672916033562	-0.2798220226124913
ACSF2	-0.5351568944516597	0.37183364527822826	-0.1989893388597367
ACSF3	-0.2513047366675822	0.35046424210949084	-0.08807332407472937
ACSL1	-0.4350604444804018	-1.0380029596945906	0.4515940290167012
ACSL3	-0.1661278879390497	-1.1525140519044357	0.1914647252629602
ACSL4	-1.1027262500389092	-1.8139446691803474	2.000284402823314
ACSL5	-0.4796274127867492	-0.26591839435754705	0.12754175149811678
ACSL6	0.3754438265926735	-1.196053933280424	-0.4490510655220206
ACSM1	0.0344040056990016	-0.5124790852164232	-0.017631333368404948
ACSM2A	-0.6078370520081315	-1.1082294326206745	0.673622911272795
ACSM2B	-0.7828172187780977	-0.9462315551627305	0.7407263543325628
ACSM3	-0.2281336035916968	-0.9757125427890627	0.22259281845608653
ACSM4	0.1402675035217407	0.004228830257684351	0.0005931674630625833
ACSM5	0.5148076820512256	0.026096163970491373	0.013434505684077372
ACSM6	0.2972641600081874	0.2567609178880611	0.07632581857892566
ACSS1	-1.3861384682908018	-0.1485529725535264	0.2059149898353906
ACSS2	-1.561640148187519	-0.03278386295088375	0.051196596596777416
ACSS3	0.703594462284546	-0.747946874917021	-0.526251279274648
ACTA1	0.6476647810704113	1.9824430087430192	1.2839585172421148
ACTA2	-1.0889456200815586	0.6675560268990881	-0.7269322116508091
ACTB	-0.2342028445101107	0.6137607621313537	-0.14374451633985647
ACTBL2	-0.8411588257343394	0.45472616423931767	-0.3824969263422248
ACTC1	0.912135833730572	0.9597007465542732	0.8753774405901343
ACTG1	-1.3841050882062405	0.5077398563292143	-0.702765318630371
ACTG2	-0.1056618523662153	1.3977578442088716	-0.14768968297851714
ACTL10	-1.5369934961273848	1.4101163671846053	-2.167339685145514
ACTL6A	-0.4905381905407533	0.13259536416787115	-0.06504309001299975
ACTL6B	-0.058356249614793	1.2894768739119167	-0.07524903432650677
ACTL7A	0.9260163108298906	-0.8877050071696089	-0.8220293158444227
ACTL7B	-0.0340268972248707	-0.9910364809571595	0.03372189648362679
ACTL8	1.0464948383176111	0.6371273667346079	0.6667505006386588
ACTL9	0.1863625425276824	-0.18759192950924614	-0.03496010894101688
ACTN1	1.927664889241926	1.0708122410697334	2.064167160080586
ACTN2	0.3152591199128737	0.7594686448905159	0.23942941658960684
ACTN3	0.6126332222783867	-0.3727313652985593	-0.22834761736707884
ACTN4	-0.8084420819440673	1.9336231817853753	-1.5632223507778804
ACTR10	-0.5420120266721608	-0.4247193584216717	0.23020300022503012
ACTR1A	-0.2541386884652738	0.32635674862699615	-0.08293987606785586
ACTR1B	-0.8067117189630846	0.8122936011956019	-0.6552867673232183
ACTR2	-0.4321139331186324	0.7303048454558306	-0.31557489914551395
ACTR3	0.0478777881812447	-1.033888642047597	-0.04950030140694957
ACTR3B	-0.1741496787818555	0.7211724863346208	-0.1255919568414863
ACTR3C	0.1613866803353052	0.4035684281418236	0.06513056890594607
ACTR5	0.4891358632814864	0.20343455767962548	0.09950713799191095
ACTR6	0.2917761334686316	-0.9722867579714952	-0.28369007086367415
ACTR8	-0.7518362966386187	1.346928604313181	-1.0126698137034453
ACTRT1	0.7750447170324781	-0.09212737763922987	-0.07140283733334117
ACTRT2	-0.8769576974280866	-0.2500674865222243	0.21929860718215893
ACTRT3	-0.872298741426073	-1.6248508598373868	1.417355360041225
ACVR1	1.3243614365698555	1.0112267921957825	1.3392297672103333
ACVR1B	0.5705329079813514	1.301992482656417	0.7428295572998248
ACVR1C	-0.9032171867300044	0.4974298304249772	-0.44928717203203106
ACVR2A	-1.366142371449047	0.25641631632408474	-0.3503011944612141
ACVR2B	0.5707267201249462	0.5472963162784416	0.31235663152606014
ACVRL1	0.30303588586553	4.101429610181692	1.2428803552365244
ACY1	-1.7678779065543668	0.8293155493634599	-1.466128637281658
ACY3	-1.2217271072904228	-0.5044501684590584	0.6163004450836519
ACYP1	0.4200197872550447	-0.18215678407188438	-0.07650945369293599
ACYP2	-0.1864944530987037	-0.13191169082759213	0.024600798638217083
AD000671.2	-0.6171759876180436	-0.06935869498686717	0.0428065210784184
ADA	1.351754722632475	0.5250644022270663	0.7097582853966343
ADA2	-0.4507043282293183	0.6215824158137689	-0.28014988515850153
ADAD1	-0.6312837021622413	-1.0305818634074542	0.6505895341131189
ADAD2	-2.0246971145914623	-1.2660497585581987	2.563367293082002
ADAL	1.4469143954007344	0.9716634363109723	1.4059138134828906
ADAM10	0.7001417119447673	0.15792899952763062	0.11057268009499964
ADAM11	0.1905051978782836	0.777149232391438	0.1480509682976871
ADAM12	-0.0551003442260524	-0.25985843892579996	0.014318289434856192
ADAM15	-1.4317449864716472	2.1539420838740004	-3.0838957797368924
ADAM17	-0.3866825810697862	0.30722036836125277	-0.1187967649951397
ADAM18	-1.264499512048029	-0.8022378327826993	1.0144293481001916
ADAM19	0.6518825484022187	-0.3916488283227512	-0.2553090362857781
ADAM1A	-0.245646060712678	0.17969028134078704	-0.044140209759717164
ADAM2	0.6262035154479347	0.37034857686481126	0.2319135807738845
ADAM20	-1.0289155008493616	-0.757323889929057	0.7792222895115424
ADAM21	1.869578368595665	0.7950106096020425	1.4863346385160319
ADAM22	-0.0034972346502449	4.720802394580212	-0.016509753711285016
ADAM28	-0.181892933351334	-0.23137577462497438	0.04208561835297374
ADAM29	-0.3818911642783733	-1.207484700913509	0.4611277382801833
ADAM30	-1.4638786270652284	-0.031839192444903325	0.04660871332311067
ADAM32	2.466573803041769	-0.9603762529937001	-2.368838906697675
ADAM33	-1.084206043980361	1.5692311123058913	-1.7013698563640718
ADAM7	-0.7706624264124434	-0.4865498617914261	0.37496569705881944
ADAM8	-0.8815611298639818	0.9521976854173326	-0.8394204674103721
ADAM9	0.2859192952100862	-1.0583207942479467	-0.30259433559755156
ADAMDEC1	-2.2164758237551974	-0.49764635180056555	1.1030211075459273
ADAMTS1	0.1507484998171094	-0.2481529913625473	-0.03740869117303211
ADAMTS10	-0.645422012280109	-0.6800596810856931	0.4389254878368972
ADAMTS12	10.048276994988347	0.729118417305582	7.326383819233993
ADAMTS13	0.8445256692926052	-0.24135113276345796	-0.20382722693158775
ADAMTS14	-0.0094277782645933	1.351086830562898	-0.01273774705475914
ADAMTS15	0.3329283923021655	0.18819162674660178	0.06265433573747534
ADAMTS16	0.216649541848507	0.20066856857096746	0.043474753444295806
ADAMTS17	0.3063596273086804	0.34264233978449987	0.1049717795165536
ADAMTS18	0.1738070628765191	0.15088528290115372	0.026224927852342195
ADAMTS19	0.3342923171935403	3.4016779315639125	1.1371547980886296
ADAMTS2	0.0550419750956618	-1.118482378478463	-0.06156347922114813
ADAMTS20	-1.012232159679484	-0.5208839117047175	0.5272554468871639
ADAMTS3	0.063934976660774	0.17287307089734597	0.011052635753098143
ADAMTS4	0.3765072721716184	1.35385335193491	0.509735632457415
ADAMTS5	0.334479134726096	0.7316236191668478	0.24471283508410202
ADAMTS6	-0.2295049900612085	-0.7546043376238443	0.1731854610065052
ADAMTS7	-0.8447777261443504	1.0231781634501824	-0.8643581223599976
ADAMTS8	0.2928089126389326	0.3149266113957707	0.0922133186438593
ADAMTS9	0.0196952314052886	0.6944564733211421	0.013677480942960523
ADAMTSL1	0.2908203165993893	-0.007732864988806676	-0.0022488742442650905
ADAMTSL2	-0.8444024652563006	1.335003261137159	-1.1272800448294178
ADAMTSL3	0.3671391653722122	-0.22397479556893551	-0.08222991950959084
ADAMTSL4	-0.0634089029058473	-0.3088515958543804	0.019583940853846397
ADAMTSL5	0.0470684079101412	1.274588912354905	0.05999287084446388
ADAP1	1.109874582710169	0.36656167770793324	0.4068374890836319
ADAP2	-1.4873461395392378	-1.2756708644588404	1.8973641355755384
ADAR	-1.837647371393424	1.3401948588251353	-2.462805559474991
ADARB1	-1.0678922517659966	10.992036747984162	-11.738310874299389
ADARB2	-1.237556329765792	0.010728073328457124	-0.013276595053823684
ADAT1	-0.736167284715691	1.7298932957980682	-1.2734908504155416
ADAT2	-0.7775604607148117	-0.36812103345199754	0.2862363603697478
ADAT3	-0.1029204036399336	0.6137147078182382	-0.063163765448417
ADCK1	0.769762037961784	0.6007244825840978	0.46241490196747337
ADCK2	1.029562242011265	1.1452811914138794	1.1791382711654064
ADCK5	-0.6113266928303694	-0.2829597957280766	0.17298087612640198
ADCY1	0.2186421778605826	1.1071522288701445	0.2420701745433666
ADCY10	-0.7827969266601832	-1.0887657266658624	0.8522824646869781
ADCY2	0.7517918698381381	0.70187062041971	0.5276606261097878
ADCY4	-0.2199441619904634	-0.410262636367119	0.0902348717517642
ADCY5	0.4332587023129763	-0.24665199463477322	-0.10686412311836904
ADCY6	-0.6003751214173225	0.8123882162310077	-0.4877376739576933
ADCY7	0.8969890570181491	0.0817630766068674	0.07334058498449667
ADCY8	0.1955300536383827	0.17065336117467794	0.03336786086405507
ADCY9	0.3244782236744172	18.033467456987097	5.851467487133583
ADCYAP1	2.305569624672496	0.05801877780027572	0.13376633175693864
ADCYAP1R1	1.0639992478906628	0.2476507044706511	0.26350016329636555
ADD1	0.2745778024969006	1.1186913198426331	0.3071678042747476
ADD2	0.0877526848784801	1.9046237034351001	0.16713584365962408
ADD3	2.020173644359073	2.013612765901962	4.067847439620119
ADGB	-0.0322031857003874	-1.265227753820923	0.040744364309579215
ADGRA1	-0.257968181855933	0.18012414347574063	-0.046466297800794025
ADGRA2	0.327647994845709	-0.20950243836916818	-0.06864305384694469
ADGRA3	0.8502890404283847	0.36866411909776253	0.31347106006801223
ADGRB1	-0.6253545022261943	0.7438965316068342	-0.4651990452307842
