"ID1","ID2","Phenotype 1","Phenotype 2","h2","h2 SE","h2 intercept","h2 intercept SE","rpheno","rg","rg SE","Z","p","rg intercept","rg intercept SE"
"1050","50","<a href='https://ukbb-rg.hail.is/rg_summary_1050.html'>Time spend outdoors in summer</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0440471520912293,-0.1623,0.01967,-8.252,1.554e-16,-0.05412,0.009252
"1060","50","<a href='https://ukbb-rg.hail.is/rg_summary_1060.html'>Time spent outdoors in winter</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0309089703572285,-0.1829,0.0221,-8.274,1.298e-16,-0.01129,0.009213
"1070","50","<a href='https://ukbb-rg.hail.is/rg_summary_1070.html'>Time spent watching television (TV)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0730841595014492,-0.1653,0.01674,-9.875,5.353e-23,-0.1063,0.01012
"1080","50","<a href='https://ukbb-rg.hail.is/rg_summary_1080.html'>Time spent using computer</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0839252010253494,0.1405,0.01775,7.914,2.49e-15,0.09622,0.009279
"1090","50","<a href='https://ukbb-rg.hail.is/rg_summary_1090.html'>Time spent driving</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0337997708668497,0.01542,0.02317,0.6655,0.5058,0.02348,0.00848
"1100","50","<a href='https://ukbb-rg.hail.is/rg_summary_1100.html'>Drive faster than motorway speed limit</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.076858738859466,0.1779,0.01864,9.545,1.362e-21,0.08456,0.00959
"110001","50","<a href='https://ukbb-rg.hail.is/rg_summary_110001.html'>Invitation to complete online 24-hour recall dietary questionnaire, acceptance</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0400993156068652,0.1988,0.02455,8.098,5.609e-16,0.02331,0.008238
"1110","50","<a href='https://ukbb-rg.hail.is/rg_summary_1110.html'>Length of mobile phone use</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0246198758317104,-0.03042,0.01965,-1.548,0.1216,0.03393,0.009189
"1120","50","<a href='https://ukbb-rg.hail.is/rg_summary_1120.html'>Weekly usage of mobile phone in last 3 months</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.00393338025093725,-0.07609,0.02103,-3.618,0.0002972,-0.003238,0.008701
"1130","50","<a href='https://ukbb-rg.hail.is/rg_summary_1130.html'>Hands-free device/speakerphone use with mobile phone in last 3 month</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0172012528560978,-0.002114,0.02691,-0.07856,0.9374,0.01827,0.008713
"1140","50","<a href='https://ukbb-rg.hail.is/rg_summary_1140.html'>Difference in mobile phone use compared to two years previously</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.000309812708737958,0.02054,0.03821,0.5377,0.5908,0.003586,0.008359
"1150_1","50","<a href='https://ukbb-rg.hail.is/rg_summary_1150_1.html'>Usual side of head for mobile phone use: Left</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0145352799641409,-0.09174,0.03324,-2.76,0.005775,-0.007975,0.00873
"1150_2","50","<a href='https://ukbb-rg.hail.is/rg_summary_1150_2.html'>Usual side of head for mobile phone use: Right</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0153563120536923,0.09119,0.03323,2.744,0.006074,0.01406,0.008934
"1150_3","50","<a href='https://ukbb-rg.hail.is/rg_summary_1150_3.html'>Usual side of head for mobile phone use: Equally left and right</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.00253805549472836,-0.02355,0.03455,-0.6818,0.4954,-0.01273,0.007979
"1160","50","<a href='https://ukbb-rg.hail.is/rg_summary_1160.html'>Sleep duration</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0243838189438466,0.0541,0.01933,2.799,0.005124,0.04046,0.009784
"1170","50","<a href='https://ukbb-rg.hail.is/rg_summary_1170.html'>Getting up in morning</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.00500442011181841,-0.06661,0.01916,-3.476,0.0005083,0.009051,0.009271
"1180","50","<a href='https://ukbb-rg.hail.is/rg_summary_1180.html'>Morning/evening person (chronotype)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0173618450476775,0.04191,0.01493,2.807,0.005004,0.01647,0.009539
"1190","50","<a href='https://ukbb-rg.hail.is/rg_summary_1190.html'>Nap during day</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0165312045471804,-0.0001935,0.016,-0.01209,0.9904,-0.02998,0.009301
"1200","50","<a href='https://ukbb-rg.hail.is/rg_summary_1200.html'>Sleeplessness / insomnia</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0295685858281028,-0.0964,0.01956,-4.928,8.319e-07,-0.04914,0.009296
"1210","50","<a href='https://ukbb-rg.hail.is/rg_summary_1210.html'>Snoring</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0125361953988564,0.1109,0.02122,5.225,1.741e-07,-0.007724,0.009104
"1220","50","<a href='https://ukbb-rg.hail.is/rg_summary_1220.html'>Daytime dozing / sleeping (narcolepsy)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0247613515729405,-0.02071,0.01845,-1.122,0.2618,-0.02736,0.008716
"1239","50","<a href='https://ukbb-rg.hail.is/rg_summary_1239.html'>Current tobacco smoking</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.032190977372927,-0.1299,0.01966,-6.606,3.938e-11,-0.03245,0.009806
"1249","50","<a href='https://ukbb-rg.hail.is/rg_summary_1249.html'>Past tobacco smoking</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0249663186237236,-0.001563,0.01585,-0.09863,0.9214,-0.0436,0.009701
"1259","50","<a href='https://ukbb-rg.hail.is/rg_summary_1259.html'>Smoking/smokers in household</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0267901816943555,-0.1729,0.0347,-4.983,6.263e-07,-0.02945,0.007556
"1269","50","<a href='https://ukbb-rg.hail.is/rg_summary_1269.html'>Exposure to tobacco smoke at home</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0360164667524158,-0.1748,0.03201,-5.459,4.783e-08,-0.04036,0.007111
"1279","50","<a href='https://ukbb-rg.hail.is/rg_summary_1279.html'>Exposure to tobacco smoke outside home</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0442970102524593,-0.1812,0.02407,-7.53,5.059e-14,-0.03935,0.008214
"1289","50","<a href='https://ukbb-rg.hail.is/rg_summary_1289.html'>Cooked vegetable intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0304623938427334,0.06881,0.02273,3.027,0.002472,0.03562,0.008976
"129","50","<a href='https://ukbb-rg.hail.is/rg_summary_129.html'>Place of birth in UK - north co-ordinate</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0725295425931911,-0.1845,0.03504,-5.266,1.393e-07,-0.1158,0.009732
"1299","50","<a href='https://ukbb-rg.hail.is/rg_summary_1299.html'>Salad / raw vegetable intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0333630005840258,0.07949,0.02025,3.925,8.69e-05,0.04428,0.008883
"1309","50","<a href='https://ukbb-rg.hail.is/rg_summary_1309.html'>Fresh fruit intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0385845218359853,0.113,0.01775,6.367,1.924e-10,0.05375,0.008864
"1319","50","<a href='https://ukbb-rg.hail.is/rg_summary_1319.html'>Dried fruit intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0580259625920164,0.1623,0.01658,9.786,1.288e-22,0.06708,0.008795
"1329","50","<a href='https://ukbb-rg.hail.is/rg_summary_1329.html'>Oily fish intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0346346195736488,0.07806,0.01823,4.282,1.852e-05,0.04855,0.009145
"1339","50","<a href='https://ukbb-rg.hail.is/rg_summary_1339.html'>Non-oily fish intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.000300977745393244,0.01248,0.02474,0.5042,0.6141,-0.01168,0.0085
"134","50","<a href='https://ukbb-rg.hail.is/rg_summary_134.html'>Number of self-reported cancers</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0189768251527437,0.1541,0.04585,3.362,0.0007746,0.01789,0.007623
"1349","50","<a href='https://ukbb-rg.hail.is/rg_summary_1349.html'>Processed meat intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0170897004338203,0.0001686,0.02008,0.008397,0.9933,-0.03124,0.009057
"135","50","<a href='https://ukbb-rg.hail.is/rg_summary_135.html'>Number of self-reported non-cancer illnesses</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0420741269837186,-0.1269,0.02059,-6.162,7.193e-10,-0.04909,0.01038
"1359","50","<a href='https://ukbb-rg.hail.is/rg_summary_1359.html'>Poultry intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0138828572821936,-0.1341,0.02131,-6.296,3.05e-10,-0.03142,0.008874
"136","50","<a href='https://ukbb-rg.hail.is/rg_summary_136.html'>Number of operations, self-reported</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0127584004316996,-0.01646,0.02396,-0.687,0.4921,0.02464,0.009875
"1369","50","<a href='https://ukbb-rg.hail.is/rg_summary_1369.html'>Beef intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0152066017195558,-0.05317,0.02231,-2.383,0.01717,-0.02735,0.008344
"137","50","<a href='https://ukbb-rg.hail.is/rg_summary_137.html'>Number of treatments/medications taken</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0592217415083579,-0.1542,0.01867,-8.263,1.424e-16,-0.08281,0.01004
"1379","50","<a href='https://ukbb-rg.hail.is/rg_summary_1379.html'>Lamb/mutton intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0174460009277418,0.05763,0.0206,2.798,0.005144,0.02112,0.007881
"1389","50","<a href='https://ukbb-rg.hail.is/rg_summary_1389.html'>Pork intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.00296118784159775,-0.02434,0.02316,-1.051,0.2933,-0.003338,0.00775
"1408","50","<a href='https://ukbb-rg.hail.is/rg_summary_1408.html'>Cheese intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0853937351771442,0.2516,0.0172,14.62,2.022e-48,0.1127,0.009686
"1418_1","50","<a href='https://ukbb-rg.hail.is/rg_summary_1418_1.html'>Milk type used: Full cream</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0042115622915215,0.05857,0.03,1.952,0.05089,-0.0112,0.008359
"1418_2","50","<a href='https://ukbb-rg.hail.is/rg_summary_1418_2.html'>Milk type used: Semi-skimmed</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0139454911935146,0.05342,0.0359,1.488,0.1368,0.03307,0.008896
"1418_3","50","<a href='https://ukbb-rg.hail.is/rg_summary_1418_3.html'>Milk type used: Skimmed</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0142833328478022,-0.09978,0.02859,-3.49,0.0004834,-0.02141,0.009673
"1418_4","50","<a href='https://ukbb-rg.hail.is/rg_summary_1418_4.html'>Milk type used: Soya</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0121500690832294,0.05969,0.03706,1.611,0.1072,0.01678,0.008962
"1418_6","50","<a href='https://ukbb-rg.hail.is/rg_summary_1418_6.html'>Milk type used: Never/rarely have milk</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.00890244857479835,0.008511,0.03349,0.2541,0.7994,-0.03465,0.008833
"1428_0","50","<a href='https://ukbb-rg.hail.is/rg_summary_1428_0.html'>Spread type: Never/rarely use spread</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.000509742428727833,-0.08135,0.02648,-3.072,0.002125,0.01205,0.008435
"1428_1","50","<a href='https://ukbb-rg.hail.is/rg_summary_1428_1.html'>Spread type: Butter/spreadable butter</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0389657021045851,0.1232,0.02151,5.728,1.013e-08,0.05122,0.01032
"1428_3","50","<a href='https://ukbb-rg.hail.is/rg_summary_1428_3.html'>Spread type: Other type of spread/margarine</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0370018395130742,-0.1036,0.02326,-4.453,8.463e-06,-0.05466,0.008925
"1438","50","<a href='https://ukbb-rg.hail.is/rg_summary_1438.html'>Bread intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0257585640180559,0.1553,0.01776,8.744,2.258e-18,0.02576,0.008646
"1448_1","50","<a href='https://ukbb-rg.hail.is/rg_summary_1448_1.html'>Bread type: White</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0695176304967298,-0.1992,0.01901,-10.48,1.085e-25,-0.09893,0.009816
"1448_3","50","<a href='https://ukbb-rg.hail.is/rg_summary_1448_3.html'>Bread type: Wholemeal or wholegrain</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0713314012798393,0.1979,0.02032,9.742,1.991e-22,0.1025,0.009854
"1458","50","<a href='https://ukbb-rg.hail.is/rg_summary_1458.html'>Cereal intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0429263468162059,0.1753,0.02059,8.511,1.722e-17,0.04043,0.01026
"1468_3","50","<a href='https://ukbb-rg.hail.is/rg_summary_1468_3.html'>Cereal type: Oat cereal (e.g. Ready Brek, porridge)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.00474749930287033,0.02401,0.02565,0.9364,0.3491,-0.009551,0.007342
"1468_4","50","<a href='https://ukbb-rg.hail.is/rg_summary_1468_4.html'>Cereal type: Muesli</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0664055193131127,0.2223,0.01778,12.5,7.364e-36,0.08264,0.008131
"1468_5","50","<a href='https://ukbb-rg.hail.is/rg_summary_1468_5.html'>Cereal type: Other (e.g. Cornflakes, Frosties)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0539494816307413,-0.18,0.02413,-7.458,8.771e-14,-0.064,0.008322
"1478","50","<a href='https://ukbb-rg.hail.is/rg_summary_1478.html'>Salt added to food</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0216790959736651,-0.06195,0.01956,-3.168,0.001535,-0.02237,0.01057
"1488","50","<a href='https://ukbb-rg.hail.is/rg_summary_1488.html'>Tea intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.00981817232850162,0.003665,0.02015,0.1819,0.8557,-0.02881,0.008279
"1498","50","<a href='https://ukbb-rg.hail.is/rg_summary_1498.html'>Coffee intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0351279410639389,0.08188,0.02461,3.327,0.0008774,0.05763,0.009429
"1508_1","50","<a href='https://ukbb-rg.hail.is/rg_summary_1508_1.html'>Coffee type: Decaffeinated coffee (any type)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.00442157289066634,-0.02278,0.03894,-0.5852,0.5584,-0.01587,0.008625
"1508_2","50","<a href='https://ukbb-rg.hail.is/rg_summary_1508_2.html'>Coffee type: Instant coffee</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0582740441697846,-0.1985,0.02696,-7.362,1.813e-13,-0.06007,0.009384
"1508_3","50","<a href='https://ukbb-rg.hail.is/rg_summary_1508_3.html'>Coffee type: Ground coffee (include espresso, filter etc)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0769976526197213,0.198,0.01832,10.81,3.068e-27,0.08541,0.008467
"1518","50","<a href='https://ukbb-rg.hail.is/rg_summary_1518.html'>Hot drink temperature</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0329336221116618,-0.1061,0.01823,-5.819,5.906e-09,-0.04347,0.01127
"1528","50","<a href='https://ukbb-rg.hail.is/rg_summary_1528.html'>Water intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.039493332296939,0.07188,0.02149,3.345,0.0008224,0.05796,0.01066
"1538_0","50","<a href='https://ukbb-rg.hail.is/rg_summary_1538_0.html'>Major dietary changes in the last 5 years: No</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0332051933465617,0.1409,0.02314,6.09,1.127e-09,0.04052,0.008653
"1538_1","50","<a href='https://ukbb-rg.hail.is/rg_summary_1538_1.html'>Major dietary changes in the last 5 years: Yes, because of illness</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.039884875256502,-0.1773,0.02765,-6.413,1.429e-10,-0.05088,0.009061
"1538_2","50","<a href='https://ukbb-rg.hail.is/rg_summary_1538_2.html'>Major dietary changes in the last 5 years: Yes, because of other reasons</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.00877291534859943,-0.07346,0.02935,-2.503,0.01231,-0.008814,0.00793
"1548","50","<a href='https://ukbb-rg.hail.is/rg_summary_1548.html'>Variation in diet</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0178803594253832,-0.1039,0.02267,-4.584,4.563e-06,-0.01127,0.009343
"1558","50","<a href='https://ukbb-rg.hail.is/rg_summary_1558.html'>Alcohol intake frequency.</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0726958616918217,-0.1461,0.01774,-8.233,1.828e-16,-0.08606,0.008939
"1568","50","<a href='https://ukbb-rg.hail.is/rg_summary_1568.html'>Average weekly red wine intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0784543099236996,0.2206,0.02172,10.16,3.101e-24,0.07474,0.008812
"1578","50","<a href='https://ukbb-rg.hail.is/rg_summary_1578.html'>Average weekly champagne plus white wine intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0547129175868018,0.2038,0.02567,7.941,2.006e-15,0.05066,0.009052
"1588","50","<a href='https://ukbb-rg.hail.is/rg_summary_1588.html'>Average weekly beer plus cider intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0335911654866511,-0.05558,0.02554,-2.176,0.02954,-0.0506,0.009788
"1598","50","<a href='https://ukbb-rg.hail.is/rg_summary_1598.html'>Average weekly spirits intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0168278836949181,-0.05513,0.0239,-2.307,0.02108,-0.02099,0.0087
"1618","50","<a href='https://ukbb-rg.hail.is/rg_summary_1618.html'>Alcohol usually taken with meals</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0930313923660013,0.1814,0.02018,8.989,2.484e-19,0.08427,0.008932
"1628","50","<a href='https://ukbb-rg.hail.is/rg_summary_1628.html'>Alcohol intake versus 10 years previously</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0283658139965912,-0.08813,0.02371,-3.717,0.0002017,-0.03293,0.008313
"1677","50","<a href='https://ukbb-rg.hail.is/rg_summary_1677.html'>Breastfed as a baby</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.0561272950921924,0.1245,0.02873,4.334,1.463e-05,0.0704,0.008832
"1687","50","<a href='https://ukbb-rg.hail.is/rg_summary_1687.html'>Comparative body size at age 10</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",-0.0510810912738747,-0.1431,0.02275,-6.289,3.185e-10,-0.04771,0.01371
"1697","50","<a href='https://ukbb-rg.hail.is/rg_summary_1697.html'>Comparative height size at age 10</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.591009615248636,0.8938,0.006157,145.2,1e-308,0.7477,0.04705
"1757","50","<a href='https://ukbb-rg.hail.is/rg_summary_1757.html'>Facial ageing</a>","<a href='https://ukbb-rg.hail.is/rg_summary_50.html'>Standing height</a>","0.4686","0.02376","1.261","0.06679",0.013435884907031,0.06825,0.02307,2.958,0.003099,0.01519,0.01012
