"ID1","ID2","Phenotype 1","Phenotype 2","h2","h2 SE","h2 intercept","h2 intercept SE","rpheno","rg","rg SE","Z","p","rg intercept","rg intercept SE"
"1319","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1319.html'>Dried fruit intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.112618830557577,-0.2526,0.02227,-11.35,7.835e-30,-0.1212,0.007658
"1329","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1329.html'>Oily fish intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0364196306672731,-0.07241,0.02748,-2.635,0.008415,-0.05362,0.009687
"1339","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1339.html'>Non-oily fish intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0141225570912949,0.08618,0.0348,2.476,0.01327,0.01409,0.008677
"134","21001","<a href='https://ukbb-rg.hail.is/rg_summary_134.html'>Number of self-reported cancers</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.00545605552975834,0.02048,0.04297,0.4766,0.6336,0.0009395,0.006482
"1349","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1349.html'>Processed meat intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.11105695426809,0.09054,0.02856,3.17,0.001523,0.1238,0.007969
"135","21001","<a href='https://ukbb-rg.hail.is/rg_summary_135.html'>Number of self-reported non-cancer illnesses</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.179457140750523,0.4589,0.01789,25.64,4.855e-145,0.1881,0.008484
"1359","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1359.html'>Poultry intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.113169910876403,0.3769,0.0244,15.45,7.762e-54,0.1141,0.007788
"136","21001","<a href='https://ukbb-rg.hail.is/rg_summary_136.html'>Number of operations, self-reported</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0750583890612473,0.3351,0.02274,14.74,3.632e-49,0.08028,0.008342
"1369","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1369.html'>Beef intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0977731359477095,0.2034,0.02979,6.829,8.525e-12,0.09322,0.007419
"137","21001","<a href='https://ukbb-rg.hail.is/rg_summary_137.html'>Number of treatments/medications taken</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.182039949997634,0.4779,0.01824,26.2,2.591e-151,0.2048,0.008418
"1379","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1379.html'>Lamb/mutton intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0560664995115108,0.008128,0.02566,0.3168,0.7514,0.04107,0.008088
"1389","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1389.html'>Pork intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0911266754098738,0.2417,0.02853,8.472,2.416e-17,0.08602,0.007773
"1408","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1408.html'>Cheese intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0691898424529899,-0.3514,0.01996,-17.61,2.252e-69,-0.07571,0.008931
"1418_1","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1418_1.html'>Milk type used: Full cream</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0636776857966408,-0.3122,0.03493,-8.94,3.905e-19,-0.06252,0.006921
"1418_2","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1418_2.html'>Milk type used: Semi-skimmed</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.00452458616303763,-0.3223,0.03376,-9.546,1.343e-21,0.004051,0.007069
"1418_3","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1418_3.html'>Milk type used: Skimmed</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0616518194034051,0.4904,0.02805,17.48,1.917e-68,0.06126,0.007617
"1418_4","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1418_4.html'>Milk type used: Soya</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0537280667346844,-0.1867,0.04132,-4.517,6.263e-06,-0.06312,0.006433
"1418_6","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1418_6.html'>Milk type used: Never/rarely have milk</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.00230075272112028,0.1223,0.03429,3.566,0.0003619,0.01179,0.006757
"1428_0","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1428_0.html'>Spread type: Never/rarely use spread</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0218760780256853,0.2,0.03097,6.46,1.047e-10,-0.02362,0.007313
"1428_1","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1428_1.html'>Spread type: Butter/spreadable butter</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.00635071286780139,-0.08961,0.02482,-3.611,0.0003051,0.01178,0.00794
"1428_3","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1428_3.html'>Spread type: Other type of spread/margarine</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.00730497857356197,-0.000451,0.02633,-0.01713,0.9863,0.003418,0.00799
"1438","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1438.html'>Bread intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0103117383946198,-0.2112,0.02522,-8.374,5.586e-17,0.0131,0.007542
"1448_1","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1448_1.html'>Bread type: White</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0822499932810532,0.1896,0.02634,7.199,6.078e-13,0.1113,0.007751
"1448_3","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1448_3.html'>Bread type: Wholemeal or wholegrain</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0752869180197141,-0.2052,0.02731,-7.512,5.825e-14,-0.09195,0.007231
"1458","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1458.html'>Cereal intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0891461339936278,-0.2924,0.02386,-12.26,1.526e-34,-0.09954,0.007873
"1468_3","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1468_3.html'>Cereal type: Oat cereal (e.g. Ready Brek, porridge)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0116843376327254,0.07534,0.03892,1.935,0.05294,-0.02094,0.007122
"1468_4","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1468_4.html'>Cereal type: Muesli</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.102654529773279,-0.4264,0.02046,-20.84,1.866e-96,-0.1079,0.007664
"1468_5","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1468_5.html'>Cereal type: Other (e.g. Cornflakes, Frosties)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0641256272827688,0.1932,0.0309,6.253,4.027e-10,0.07062,0.00763
"1478","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1478.html'>Salt added to food</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0567503954012701,0.1449,0.02219,6.531,6.547e-11,0.0773,0.009103
"1488","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1488.html'>Tea intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0313572717816036,-0.03839,0.02305,-1.666,0.09579,-0.03116,0.007817
"1498","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1498.html'>Coffee intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0343229577811937,0.2366,0.02389,9.903,4.055e-23,0.02819,0.008158
"1508_1","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1508_1.html'>Coffee type: Decaffeinated coffee (any type)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.00921670575243248,0.1551,0.03742,4.146,3.389e-05,0.007039,0.007006
"1508_2","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1508_2.html'>Coffee type: Instant coffee</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.061112698497454,0.2204,0.03269,6.741,1.571e-11,0.07906,0.008504
"1508_3","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1508_3.html'>Coffee type: Ground coffee (include espresso, filter etc)</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0859573635168379,-0.279,0.02322,-12.02,2.949e-33,-0.1054,0.008739
"1518","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1518.html'>Hot drink temperature</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.065929885995667,0.06345,0.02045,3.103,0.001914,0.05723,0.007642
"1528","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1528.html'>Water intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0334969257495458,0.05149,0.02109,2.442,0.01463,0.02858,0.007395
"1538_0","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1538_0.html'>Major dietary changes in the last 5 years: No</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.14631956434016,-0.615,0.02072,-29.69,1.186e-193,-0.1615,0.009024
"1538_1","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1538_1.html'>Major dietary changes in the last 5 years: Yes, because of illness</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0964794197860056,0.5243,0.02536,20.68,5.503e-95,0.1061,0.007516
"1538_2","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1538_2.html'>Major dietary changes in the last 5 years: Yes, because of other reasons</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0929119804087959,0.5187,0.03302,15.71,1.341e-55,0.1033,0.007946
"1548","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1548.html'>Variation in diet</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.134260138289568,0.445,0.02307,19.29,6.601e-83,0.1379,0.008425
"1558","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1558.html'>Alcohol intake frequency.</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.128798056210173,0.3656,0.01817,20.13,4.18e-90,0.1681,0.008978
"1568","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1568.html'>Average weekly red wine intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0508530557120348,-0.2486,0.02499,-9.948,2.582e-23,-0.0579,0.007456
"1578","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1578.html'>Average weekly champagne plus white wine intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0352109287078155,-0.2484,0.02864,-8.675,4.15e-18,-0.04148,0.007448
"1588","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1588.html'>Average weekly beer plus cider intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0647584320267196,0.0928,0.03177,2.921,0.003493,0.07002,0.008058
"1598","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1598.html'>Average weekly spirits intake</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",0.0975218297552331,0.3664,0.02864,12.79,1.792e-37,0.0831,0.006574
"1618","21001","<a href='https://ukbb-rg.hail.is/rg_summary_1618.html'>Alcohol usually taken with meals</a>","<a href='https://ukbb-rg.hail.is/rg_summary_21001.html'>Body mass index (BMI)</a>","0.2476","0.00806","1.068","0.01932",-0.0979300945603681,-0.2973,0.02088,-14.24,5.32e-46,-0.07963,0.007859
